rho,step,seed_count,solver_avg_reward_mean,solver_avg_reward_std,solver_avg_reward_sem,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,greedy_avg_reward_mean,greedy_avg_reward_std,greedy_avg_reward_sem,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem
0.5,3000,5,-0.09659000000000006,0.011743423691581607,0.0052518187325915995,0.922,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,150,5,-2.0406000000000004,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0
1.0,300,5,-2.0235300000000005,0.003039860194153641,0.00135946680724465,0.0,0.0,0.0,-2.00565,3.1401849173675503e-16,1.4043333874306804e-16,0.0,0.0,0.0
1.0,450,5,-1.9766200000000005,0.0006037383539249264,0.00026999999999999247,0.04,0.0,0.0,-2.0187500000000003,2.220446049250313e-16,9.930136612989092e-17,0.0,0.0,0.0
1.0,600,5,-1.9080700000000008,0.004886409724941273,0.002185268862176947,0.1,0.0,0.0,-0.04411999999999995,0.004593691326155906,0.0020543612145871525,0.9,0.0,0.0
1.0,750,5,-1.579330000000001,0.014312127724416087,0.006400578098890749,0.308,0.008366600265340763,0.0037416573867739447,-0.045019999999999956,0.004593691326155905,0.002054361214587152,0.9,0.0,0.0
1.0,900,5,-1.3981900000000007,0.020092703899674758,0.008985730354289574,0.358,0.008366600265340763,0.0037416573867739447,-0.04456999999999996,0.004593691326155907,0.0020543612145871534,0.9,0.0,0.0
1.0,1050,5,-1.2374800000000004,0.018044271944304056,0.008069643734391233,0.44800000000000006,0.008366600265340762,0.003741657386773944,-0.030519999999999915,0.004593691326155909,0.002054361214587154,0.9099999999999999,1.2412670766236366e-16,5.551115123125783e-17
1.0,1200,5,-0.9599100000000004,0.013330200673658286,0.005961446972002683,0.6119999999999999,0.004472135954999584,0.002000000000000002,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1350,5,-0.7190700000000001,0.010328334812543605,0.0046189717470450095,0.674,0.0054772255750516665,0.0024494897427831805,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1500,5,-0.4533500000000002,0.010649354440528351,0.004762536089102127,0.774,0.0054772255750516665,0.0024494897427831805,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1650,5,-0.3590000000000001,0.011564276890493403,0.005171701847554628,0.788,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1800,5,-0.3393500000000001,0.011860965390726019,0.005304384978487146,0.808,0.008366600265340723,0.003741657386773927,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1950,5,-0.2511700000000001,0.010129017721378511,0.004529834434060475,0.868,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2100,5,-0.20065000000000008,0.010122129222648758,0.004526753803775945,0.8779999999999999,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2250,5,-0.20510000000000012,0.011860965390726015,0.005304384978487144,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2400,5,-0.1478500000000001,0.011860965390726,0.005304384978487137,0.908,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2550,5,-0.18305000000000016,0.01009486255478499,0.0045145597792032865,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2700,5,-0.1815200000000001,0.011109320411258292,0.004968239124679892,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2850,5,-0.14174000000000006,0.011743423691581586,0.00525181873259159,0.9120000000000001,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,3000,5,-0.1225400000000001,0.011743423691581592,0.0052518187325915925,0.942,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,150,5,-2.0406000000000004,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0
2.0,300,5,-2.0235300000000005,0.0030398601941536416,0.0013594668072446502,0.0,0.0,0.0,-2.00565,3.1401849173675503e-16,1.4043333874306804e-16,0.0,0.0,0.0
2.0,450,5,-1.9863200000000005,0.0006037383539249264,0.00026999999999999247,0.04,0.0,0.0,-2.0478600000000005,0.004225724789903034,0.00188980157688584,0.0,0.0,0.0
2.0,600,5,-1.8921700000000008,0.004886409724941223,0.0021852688621769247,0.11000000000000001,1.5515838457795457e-17,6.938893903907228e-18,-0.04411999999999995,0.004593691326155906,0.0020543612145871525,0.9,0.0,0.0
2.0,750,5,-1.5747800000000007,0.014312127724416172,0.006400578098890788,0.298,0.008366600265340763,0.0037416573867739447,-0.045019999999999956,0.004593691326155905,0.002054361214587152,0.9,0.0,0.0
2.0,900,5,-1.3934700000000007,0.019776899403091533,0.008844498289897536,0.358,0.008366600265340763,0.0037416573867739447,-0.04456999999999996,0.004593691326155907,0.0020543612145871534,0.9,0.0,0.0
2.0,1050,5,-1.2068300000000005,0.0180442719443041,0.008069643734391254,0.46799999999999997,0.008366600265340737,0.003741657386773933,-0.030519999999999915,0.004593691326155909,0.002054361214587154,0.9099999999999999,1.2412670766236366e-16,5.551115123125783e-17
2.0,1200,5,-0.9216600000000004,0.013330200673658222,0.005961446972002654,0.612,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1350,5,-0.7461500000000002,0.011788712822017407,0.00527207264745086,0.664,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1500,5,-0.4926200000000002,0.010817266290519104,0.004837628551263541,0.7539999999999999,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1650,5,-0.3419500000000001,0.01186096539072599,0.005304384978487134,0.818,0.00836660026534071,0.003741657386773921,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1800,5,-0.29207000000000016,0.011109320411258288,0.004968239124679891,0.828,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1950,5,-0.2172200000000002,0.01012901772137852,0.0045298344340604785,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2100,5,-0.2534700000000002,0.010129017721378511,0.004529834434060475,0.858,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2250,5,-0.1479000000000001,0.01186096539072601,0.0053043849784871425,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2400,5,-0.15615000000000012,0.011860965390726,0.005304384978487137,0.908,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2550,5,-0.21332000000000012,0.010129017721378501,0.004529834434060471,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2700,5,-0.17127000000000012,0.010129017721378503,0.0045298344340604715,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2850,5,-0.17794000000000013,0.01160293066427616,0.005188988340707656,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,3000,5,-0.13519000000000006,0.011743423691581599,0.005251818732591596,0.9120000000000001,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,150,5,-2.0406000000000004,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0
5.0,300,5,-2.0226300000000004,0.003039860194153763,0.0013594668072447046,0.0,0.0,0.0,-2.00565,3.1401849173675503e-16,1.4043333874306804e-16,0.0,0.0,0.0
5.0,450,5,-2.00199,0.00020124611797490928,8.999999999996789e-05,0.03,0.0,0.0,-1.7966400000000005,0.005471448619881393,0.00244690620989044,0.0,0.0,0.0
5.0,600,5,-1.8927700000000005,0.0048864097249411735,0.0021852688621769025,0.11000000000000001,1.5515838457795457e-17,6.938893903907228e-18,-0.04411999999999995,0.004593691326155906,0.0020543612145871525,0.9,0.0,0.0
5.0,750,5,-1.6232000000000006,0.01451800606143985,0.006492649690226698,0.278,0.008366600265340743,0.0037416573867739356,-0.045019999999999956,0.004593691326155905,0.002054361214587152,0.9,0.0,0.0
5.0,900,5,-1.4169400000000003,0.019560176379573052,0.008747576807322214,0.33799999999999997,0.008366600265340743,0.0037416573867739356,-0.04456999999999996,0.004593691326155907,0.0020543612145871534,0.9,0.0,0.0
5.0,1050,5,-1.2278000000000004,0.014710837841537054,0.0065788866839306265,0.454,0.005477225575051666,0.00244948974278318,-0.030519999999999915,0.004593691326155909,0.002054361214587154,0.9099999999999999,1.2412670766236366e-16,5.551115123125783e-17
5.0,1200,5,-0.9621400000000003,0.015555561706347958,0.006956658680717331,0.594,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,1350,5,-0.6838400000000002,0.012209954954871854,0.005460457856260768,0.684,0.005477225575051606,0.002449489742783153,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,1500,5,-0.49437000000000025,0.010817266290519082,0.0048376285512635306,0.754,0.0054772255750516665,0.0024494897427831805,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,1650,5,-0.3700400000000001,0.010213128805610967,0.004567450054461472,0.788,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,1800,5,-0.3417700000000001,0.010129017721378551,0.004529834434060493,0.808,0.008366600265340723,0.003741657386773927,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,1950,5,-0.2544500000000002,0.010229002883956964,0.004574549158113833,0.858,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,2100,5,-0.26197000000000015,0.011109320411258283,0.004968239124679888,0.868,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,2250,5,-0.20022000000000012,0.011357244384092476,0.005079114095981701,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,2400,5,-0.20227000000000012,0.011357244384092469,0.005079114095981698,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,2550,5,-0.1720500000000001,0.011860965390726,0.005304384978487137,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,2700,5,-0.1331500000000001,0.011860965390726001,0.005304384978487138,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,2850,5,-0.18447000000000008,0.011357244384092462,0.005079114095981695,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,3000,5,-0.1717100000000001,0.010945227270367655,0.004894854441145309,0.908,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,150,5,-2.0406000000000004,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0
10.0,300,5,-2.0190800000000007,0.003039860194153641,0.00135946680724465,0.0,0.0,0.0,-2.00565,3.1401849173675503e-16,1.4043333874306804e-16,0.0,0.0,0.0
10.0,450,5,-2.02362,0.0006037383539247774,0.00026999999999992584,0.02,0.0,0.0,-1.8045900000000006,0.005471448619881335,0.0024469062098904145,0.0,0.0,0.0
10.0,600,5,-1.8948700000000005,0.004886409724941216,0.0021852688621769216,0.11000000000000001,1.5515838457795457e-17,6.938893903907228e-18,-0.04411999999999995,0.004593691326155906,0.0020543612145871525,0.9,0.0,0.0
10.0,750,5,-1.5596500000000009,0.01451800606143958,0.006492649690226578,0.298,0.008366600265340763,0.0037416573867739447,-0.045019999999999956,0.004593691326155905,0.002054361214587152,0.9,0.0,0.0
10.0,900,5,-1.3946400000000008,0.02009270389967489,0.008985730354289633,0.358,0.008366600265340763,0.0037416573867739447,-0.04456999999999996,0.004593691326155907,0.0020543612145871534,0.9,0.0,0.0
10.0,1050,5,-1.2572100000000002,0.01949116466504749,0.00871671383033762,0.438,0.008366600265340763,0.0037416573867739447,-0.030519999999999915,0.004593691326155909,0.002054361214587154,0.9099999999999999,1.2412670766236366e-16,5.551115123125783e-17
10.0,1200,5,-0.9870600000000003,0.013498490656366022,0.006036708540256036,0.574,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,1350,5,-0.5955200000000003,0.010847614945231076,0.004851200882255868,0.7239999999999999,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,1500,5,-0.5360700000000002,0.011036960632348061,0.004935878847783866,0.734,0.0054772255750516665,0.0024494897427831805,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,1650,5,-0.3483700000000002,0.011109320411258282,0.004968239124679887,0.798,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,1800,5,-0.3299000000000001,0.011860965390725986,0.005304384978487131,0.818,0.008366600265340711,0.0037416573867739213,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,1950,5,-0.23915000000000014,0.010122129222648758,0.004526753803775945,0.868,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,2100,5,-0.2580700000000002,0.0101290177213785,0.00452983443406047,0.858,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,2250,5,-0.18295000000000008,0.011860965390726017,0.005304384978487145,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,2400,5,-0.2223500000000001,0.011860965390726013,0.005304384978487143,0.8779999999999999,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,2550,5,-0.20482000000000009,0.010129017721378522,0.004529834434060479,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,2700,5,-0.22342000000000017,0.010129017721378522,0.004529834434060479,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,2850,5,-0.17775000000000007,0.011860965390725998,0.0053043849784871365,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
10.0,3000,5,-0.18140000000000006,0.011860965390726003,0.005304384978487139,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
