run_idx,stage,metric,alpha,rho,eta,T,D_theta,state_weight_update,c_min,D_pi,per_run_metric_1
238,grid,0.8010638064134422,0.001,0.01,0.001,2000,1.0,clipped,0.0,2.0,0.8010638064134422
239,grid,0.7701747508724991,0.001,0.01,0.001,2000,1.0,clipped,0.1,2.0,0.7701747508724991
240,grid,0.7701747508724991,0.001,0.01,0.001,2000,1.0,clipped,0.2,2.0,0.7701747508724991
241,grid,0.8010638064134422,0.001,0.01,0.001,2000,2.0,clipped,0.0,4.0,0.8010638064134422
242,grid,0.7701747508724991,0.001,0.01,0.001,2000,2.0,clipped,0.1,4.0,0.7701747508724991
243,grid,0.7701747508724991,0.001,0.01,0.001,2000,2.0,clipped,0.2,4.0,0.7701747508724991
244,grid,0.8010638064134422,0.001,0.1,0.001,2000,0.5,clipped,0.0,1.0,0.8010638064134422
245,grid,0.8010638064134422,0.001,0.1,0.001,2000,0.5,clipped,0.1,1.0,0.8010638064134422
246,grid,0.8010638064134422,0.001,0.1,0.001,2000,0.5,clipped,0.2,1.0,0.8010638064134422
247,grid,0.8010638064134422,0.001,0.1,0.001,2000,1.0,clipped,0.0,2.0,0.8010638064134422
248,grid,0.7701747508724991,0.001,0.1,0.001,2000,1.0,clipped,0.1,2.0,0.7701747508724991
249,grid,0.7701747508724991,0.001,0.1,0.001,2000,1.0,clipped,0.2,2.0,0.7701747508724991
250,grid,0.8010638064134422,0.001,0.1,0.001,2000,2.0,clipped,0.0,4.0,0.8010638064134422
251,grid,0.7701747508724991,0.001,0.1,0.001,2000,2.0,clipped,0.1,4.0,0.7701747508724991
252,grid,0.7701747508724991,0.001,0.1,0.001,2000,2.0,clipped,0.2,4.0,0.7701747508724991
253,grid,0.8010638064134422,0.001,0.5,0.001,2000,0.5,clipped,0.0,1.0,0.8010638064134422
254,grid,0.8010638064134422,0.001,0.5,0.001,2000,0.5,clipped,0.1,1.0,0.8010638064134422
255,grid,0.8010638064134422,0.001,0.5,0.001,2000,0.5,clipped,0.2,1.0,0.8010638064134422
256,grid,0.8010638064134422,0.001,0.5,0.001,2000,1.0,clipped,0.0,2.0,0.8010638064134422
257,grid,0.7701747508724991,0.001,0.5,0.001,2000,1.0,clipped,0.1,2.0,0.7701747508724991
258,grid,0.7701747508724991,0.001,0.5,0.001,2000,1.0,clipped,0.2,2.0,0.7701747508724991
259,grid,0.8010638064134422,0.001,0.5,0.001,2000,2.0,clipped,0.0,4.0,0.8010638064134422
260,grid,0.7701747508724991,0.001,0.5,0.001,2000,2.0,clipped,0.1,4.0,0.7701747508724991
261,grid,0.7701747508724991,0.001,0.5,0.001,2000,2.0,clipped,0.2,4.0,0.7701747508724991
262,grid,0.8010638064134422,0.001,1.0,0.001,2000,0.5,clipped,0.0,1.0,0.8010638064134422
263,grid,0.8010638064134422,0.001,1.0,0.001,2000,0.5,clipped,0.1,1.0,0.8010638064134422
264,grid,0.8010638064134422,0.001,1.0,0.001,2000,0.5,clipped,0.2,1.0,0.8010638064134422
265,grid,0.8010638064134422,0.001,1.0,0.001,2000,1.0,clipped,0.0,2.0,0.8010638064134422
266,grid,0.8010638064134422,0.001,1.0,0.001,2000,1.0,clipped,0.1,2.0,0.8010638064134422
267,grid,0.7701747508724991,0.001,1.0,0.001,2000,1.0,clipped,0.2,2.0,0.7701747508724991
268,grid,0.8010638064134422,0.001,1.0,0.001,2000,2.0,clipped,0.0,4.0,0.8010638064134422
269,grid,0.7701747508724991,0.001,1.0,0.001,2000,2.0,clipped,0.1,4.0,0.7701747508724991
270,grid,0.7701747508724991,0.001,1.0,0.001,2000,2.0,clipped,0.2,4.0,0.7701747508724991
271,grid,0.8010638064134422,0.001,0.001,0.001,2000,0.5,clipped,0.0,1.0,0.8010638064134422
272,grid,0.8010638064134422,0.001,0.001,0.001,2000,0.5,clipped,0.1,1.0,0.8010638064134422
273,grid,0.8010638064134422,0.001,0.001,0.001,2000,0.5,clipped,0.2,1.0,0.8010638064134422
274,grid,0.8010638064134422,0.001,0.001,0.001,2000,1.0,clipped,0.0,2.0,0.8010638064134422
275,grid,0.7701747508724991,0.001,0.001,0.001,2000,1.0,clipped,0.1,2.0,0.7701747508724991
276,grid,0.7701747508724991,0.001,0.001,0.001,2000,1.0,clipped,0.2,2.0,0.7701747508724991
277,grid,0.8010638064134422,0.001,0.001,0.001,2000,2.0,clipped,0.0,4.0,0.8010638064134422
278,grid,0.7701747508724991,0.001,0.001,0.001,2000,2.0,clipped,0.1,4.0,0.7701747508724991
279,grid,0.7701747508724991,0.001,0.001,0.001,2000,2.0,clipped,0.2,4.0,0.7701747508724991
280,grid,0.8010638064134422,0.001,0.01,0.001,2000,0.5,clipped,0.0,1.0,0.8010638064134422
281,grid,0.8010638064134422,0.001,0.01,0.001,2000,0.5,clipped,0.1,1.0,0.8010638064134422
282,grid,0.8010638064134422,0.001,0.01,0.001,2000,0.5,clipped,0.2,1.0,0.8010638064134422
283,grid,0.8010638064134422,0.001,0.01,0.001,2000,1.0,clipped,0.0,2.0,0.8010638064134422
284,grid,0.7701747508724991,0.001,0.01,0.001,2000,1.0,clipped,0.1,2.0,0.7701747508724991
285,grid,0.7701747508724991,0.001,0.01,0.001,2000,1.0,clipped,0.2,2.0,0.7701747508724991
286,grid,0.8010638064134422,0.001,0.01,0.001,2000,2.0,clipped,0.0,4.0,0.8010638064134422
287,grid,0.7701747508724991,0.001,0.01,0.001,2000,2.0,clipped,0.1,4.0,0.7701747508724991
288,grid,0.7701747508724991,0.001,0.01,0.001,2000,2.0,clipped,0.2,4.0,0.7701747508724991
289,grid,0.8010638064134422,0.001,0.1,0.001,2000,0.5,clipped,0.0,1.0,0.8010638064134422
290,grid,0.8010638064134422,0.001,0.1,0.001,2000,0.5,clipped,0.1,1.0,0.8010638064134422
291,grid,0.8010638064134422,0.001,0.1,0.001,2000,0.5,clipped,0.2,1.0,0.8010638064134422
292,grid,0.8010638064134422,0.001,0.1,0.001,2000,1.0,clipped,0.0,2.0,0.8010638064134422
293,grid,0.7701747508724991,0.001,0.1,0.001,2000,1.0,clipped,0.1,2.0,0.7701747508724991
294,grid,0.7701747508724991,0.001,0.1,0.001,2000,1.0,clipped,0.2,2.0,0.7701747508724991
295,grid,0.8010638064134422,0.001,0.1,0.001,2000,2.0,clipped,0.0,4.0,0.8010638064134422
296,grid,0.7701747508724991,0.001,0.1,0.001,2000,2.0,clipped,0.1,4.0,0.7701747508724991
297,grid,0.7701747508724991,0.001,0.1,0.001,2000,2.0,clipped,0.2,4.0,0.7701747508724991
298,grid,0.8010638064134422,0.001,0.5,0.001,2000,0.5,clipped,0.0,1.0,0.8010638064134422
299,grid,0.8010638064134422,0.001,0.5,0.001,2000,0.5,clipped,0.1,1.0,0.8010638064134422
300,grid,0.8010638064134422,0.001,0.5,0.001,2000,0.5,clipped,0.2,1.0,0.8010638064134422
301,grid,0.8010638064134422,0.001,0.5,0.001,2000,1.0,clipped,0.0,2.0,0.8010638064134422
302,grid,0.7701747508724991,0.001,0.5,0.001,2000,1.0,clipped,0.1,2.0,0.7701747508724991
303,grid,0.7701747508724991,0.001,0.5,0.001,2000,1.0,clipped,0.2,2.0,0.7701747508724991
304,grid,0.8010638064134422,0.001,0.5,0.001,2000,2.0,clipped,0.0,4.0,0.8010638064134422
305,grid,0.7701747508724991,0.001,0.5,0.001,2000,2.0,clipped,0.1,4.0,0.7701747508724991
306,grid,0.7701747508724991,0.001,0.5,0.001,2000,2.0,clipped,0.2,4.0,0.7701747508724991
307,grid,0.8010638064134422,0.001,1.0,0.001,2000,0.5,clipped,0.0,1.0,0.8010638064134422
308,grid,0.8010638064134422,0.001,1.0,0.001,2000,0.5,clipped,0.1,1.0,0.8010638064134422
309,grid,0.8010638064134422,0.001,1.0,0.001,2000,0.5,clipped,0.2,1.0,0.8010638064134422
310,grid,0.8010638064134422,0.001,1.0,0.001,2000,1.0,clipped,0.0,2.0,0.8010638064134422
311,grid,0.8010638064134422,0.001,1.0,0.001,2000,1.0,clipped,0.1,2.0,0.8010638064134422
312,grid,0.7701747508724991,0.001,1.0,0.001,2000,1.0,clipped,0.2,2.0,0.7701747508724991
313,grid,0.8010638064134422,0.001,1.0,0.001,2000,2.0,clipped,0.0,4.0,0.8010638064134422
314,grid,0.7701747508724991,0.001,1.0,0.001,2000,2.0,clipped,0.1,4.0,0.7701747508724991
315,grid,0.7701747508724991,0.001,1.0,0.001,2000,2.0,clipped,0.2,4.0,0.7701747508724991
316,grid,0.8010638064134422,0.001,0.001,0.01,2000,0.5,clipped,0.0,1.0,0.8010638064134422
317,grid,0.8010638064134422,0.001,0.001,0.01,2000,0.5,clipped,0.1,1.0,0.8010638064134422
318,grid,0.8010638064134422,0.001,0.001,0.01,2000,0.5,clipped,0.2,1.0,0.8010638064134422
319,grid,0.8010638064134422,0.001,0.001,0.01,2000,1.0,clipped,0.0,2.0,0.8010638064134422
320,grid,0.8010638064134422,0.001,0.001,0.01,2000,1.0,clipped,0.1,2.0,0.8010638064134422
321,grid,0.7701747508724991,0.001,0.001,0.01,2000,1.0,clipped,0.2,2.0,0.7701747508724991
322,grid,0.8010638064134422,0.001,0.001,0.01,2000,2.0,clipped,0.0,4.0,0.8010638064134422
323,grid,0.7701747508724991,0.001,0.001,0.01,2000,2.0,clipped,0.1,4.0,0.7701747508724991
324,grid,0.7701747508724991,0.001,0.001,0.01,2000,2.0,clipped,0.2,4.0,0.7701747508724991
325,grid,0.8010638064134422,0.001,0.01,0.01,2000,0.5,clipped,0.0,1.0,0.8010638064134422
326,grid,0.8010638064134422,0.001,0.01,0.01,2000,0.5,clipped,0.1,1.0,0.8010638064134422
327,grid,0.8010638064134422,0.001,0.01,0.01,2000,0.5,clipped,0.2,1.0,0.8010638064134422
328,grid,0.8010638064134422,0.001,0.01,0.01,2000,1.0,clipped,0.0,2.0,0.8010638064134422
329,grid,0.8010638064134422,0.001,0.01,0.01,2000,1.0,clipped,0.1,2.0,0.8010638064134422
330,grid,0.7701747508724991,0.001,0.01,0.01,2000,1.0,clipped,0.2,2.0,0.7701747508724991
331,grid,0.8010638064134422,0.001,0.01,0.01,2000,2.0,clipped,0.0,4.0,0.8010638064134422
332,grid,0.7701747508724991,0.001,0.01,0.01,2000,2.0,clipped,0.1,4.0,0.7701747508724991
333,grid,0.7701747508724991,0.001,0.01,0.01,2000,2.0,clipped,0.2,4.0,0.7701747508724991
334,grid,0.8010638064134422,0.001,0.1,0.01,2000,0.5,clipped,0.0,1.0,0.8010638064134422
335,grid,0.8010638064134422,0.001,0.1,0.01,2000,0.5,clipped,0.1,1.0,0.8010638064134422
336,grid,0.7701747508724991,0.001,0.1,0.01,2000,0.5,clipped,0.2,1.0,0.7701747508724991
337,grid,0.8010638064134422,0.001,0.1,0.01,2000,1.0,clipped,0.0,2.0,0.8010638064134422
338,grid,0.7701747508724991,0.001,0.1,0.01,2000,1.0,clipped,0.1,2.0,0.7701747508724991
339,grid,0.7701747508724991,0.001,0.1,0.01,2000,1.0,clipped,0.2,2.0,0.7701747508724991
340,grid,0.8010638064134422,0.001,0.1,0.01,2000,2.0,clipped,0.0,4.0,0.8010638064134422
341,grid,0.7701747508724991,0.001,0.1,0.01,2000,2.0,clipped,0.1,4.0,0.7701747508724991
342,grid,0.7701747508724991,0.001,0.1,0.01,2000,2.0,clipped,0.2,4.0,0.7701747508724991
343,grid,0.8010638064134422,0.001,0.5,0.01,2000,0.5,clipped,0.0,1.0,0.8010638064134422
344,grid,0.8010638064134422,0.001,0.5,0.01,2000,0.5,clipped,0.1,1.0,0.8010638064134422
345,grid,0.8010638064134422,0.001,0.5,0.01,2000,0.5,clipped,0.2,1.0,0.8010638064134422
346,grid,0.8010638064134422,0.001,0.5,0.01,2000,1.0,clipped,0.0,2.0,0.8010638064134422
347,grid,0.7701747508724991,0.001,0.5,0.01,2000,1.0,clipped,0.1,2.0,0.7701747508724991
348,grid,0.7701747508724991,0.001,0.5,0.01,2000,1.0,clipped,0.2,2.0,0.7701747508724991
349,grid,0.8010638064134422,0.001,0.5,0.01,2000,2.0,clipped,0.0,4.0,0.8010638064134422
350,grid,0.7701747508724991,0.001,0.5,0.01,2000,2.0,clipped,0.1,4.0,0.7701747508724991
351,grid,0.7701747508724991,0.001,0.5,0.01,2000,2.0,clipped,0.2,4.0,0.7701747508724991
352,grid,0.8010638064134422,0.001,1.0,0.01,2000,0.5,clipped,0.0,1.0,0.8010638064134422
353,grid,0.8010638064134422,0.001,1.0,0.01,2000,0.5,clipped,0.1,1.0,0.8010638064134422
354,grid,0.8010638064134422,0.001,1.0,0.01,2000,0.5,clipped,0.2,1.0,0.8010638064134422
355,grid,0.8010638064134422,0.001,1.0,0.01,2000,1.0,clipped,0.0,2.0,0.8010638064134422
356,grid,0.7701747508724991,0.001,1.0,0.01,2000,1.0,clipped,0.1,2.0,0.7701747508724991
357,grid,0.7701747508724991,0.001,1.0,0.01,2000,1.0,clipped,0.2,2.0,0.7701747508724991
358,grid,0.8010638064134422,0.001,1.0,0.01,2000,2.0,clipped,0.0,4.0,0.8010638064134422
359,grid,0.7701747508724991,0.001,1.0,0.01,2000,2.0,clipped,0.1,4.0,0.7701747508724991
360,grid,0.7701747508724991,0.001,1.0,0.01,2000,2.0,clipped,0.2,4.0,0.7701747508724991
361,grid,0.8010638064134422,0.01,0.001,0.0001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
362,grid,0.8010638064134422,0.01,0.001,0.0001,2000,0.5,clipped,0.1,10.0,0.8010638064134422
363,grid,0.8010638064134422,0.01,0.001,0.0001,2000,0.5,clipped,0.2,10.0,0.8010638064134422
364,grid,0.8010638064134422,0.01,0.001,0.0001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
365,grid,0.7701747508724991,0.01,0.001,0.0001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
366,grid,0.7701747508724991,0.01,0.001,0.0001,2000,1.0,clipped,0.2,20.0,0.7701747508724991
367,grid,0.8010638064134422,0.01,0.001,0.0001,2000,2.0,clipped,0.0,40.0,0.8010638064134422
368,grid,0.7701747508724991,0.01,0.001,0.0001,2000,2.0,clipped,0.1,40.0,0.7701747508724991
369,grid,0.7701747508724991,0.01,0.001,0.0001,2000,2.0,clipped,0.2,40.0,0.7701747508724991
370,grid,0.8010638064134422,0.01,0.01,0.0001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
371,grid,0.8010638064134422,0.01,0.01,0.0001,2000,0.5,clipped,0.1,10.0,0.8010638064134422
372,grid,0.8010638064134422,0.01,0.01,0.0001,2000,0.5,clipped,0.2,10.0,0.8010638064134422
373,grid,0.8010638064134422,0.01,0.01,0.0001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
374,grid,0.7701747508724991,0.01,0.01,0.0001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
375,grid,0.7701747508724991,0.01,0.01,0.0001,2000,1.0,clipped,0.2,20.0,0.7701747508724991
376,grid,0.8010638064134422,0.01,0.01,0.0001,2000,2.0,clipped,0.0,40.0,0.8010638064134422
377,grid,0.7701747508724991,0.01,0.01,0.0001,2000,2.0,clipped,0.1,40.0,0.7701747508724991
378,grid,0.7701747508724991,0.01,0.01,0.0001,2000,2.0,clipped,0.2,40.0,0.7701747508724991
379,grid,0.8010638064134422,0.01,0.1,0.0001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
380,grid,0.8010638064134422,0.01,0.1,0.0001,2000,0.5,clipped,0.1,10.0,0.8010638064134422
381,grid,0.8010638064134422,0.01,0.1,0.0001,2000,0.5,clipped,0.2,10.0,0.8010638064134422
382,grid,0.8010638064134422,0.01,0.1,0.0001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
383,grid,0.7701747508724991,0.01,0.1,0.0001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
384,grid,0.7701747508724991,0.01,0.1,0.0001,2000,1.0,clipped,0.2,20.0,0.7701747508724991
385,grid,0.8010638064134422,0.01,0.1,0.0001,2000,2.0,clipped,0.0,40.0,0.8010638064134422
386,grid,0.7701747508724991,0.01,0.1,0.0001,2000,2.0,clipped,0.1,40.0,0.7701747508724991
387,grid,0.7701747508724991,0.01,0.1,0.0001,2000,2.0,clipped,0.2,40.0,0.7701747508724991
388,grid,0.8010638064134422,0.01,0.5,0.0001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
389,grid,0.8010638064134422,0.01,0.5,0.0001,2000,0.5,clipped,0.1,10.0,0.8010638064134422
390,grid,0.8010638064134422,0.01,0.5,0.0001,2000,0.5,clipped,0.2,10.0,0.8010638064134422
391,grid,0.8010638064134422,0.01,0.5,0.0001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
392,grid,0.7701747508724991,0.01,0.5,0.0001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
393,grid,0.7701747508724991,0.01,0.5,0.0001,2000,1.0,clipped,0.2,20.0,0.7701747508724991
394,grid,0.8010638064134422,0.01,0.5,0.0001,2000,2.0,clipped,0.0,40.0,0.8010638064134422
395,grid,0.7701747508724991,0.01,0.5,0.0001,2000,2.0,clipped,0.1,40.0,0.7701747508724991
396,grid,0.7701747508724991,0.01,0.5,0.0001,2000,2.0,clipped,0.2,40.0,0.7701747508724991
397,grid,0.8010638064134422,0.01,1.0,0.0001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
398,grid,0.8010638064134422,0.01,1.0,0.0001,2000,0.5,clipped,0.1,10.0,0.8010638064134422
399,grid,0.8010638064134422,0.01,1.0,0.0001,2000,0.5,clipped,0.2,10.0,0.8010638064134422
400,grid,0.8010638064134422,0.01,1.0,0.0001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
401,grid,0.7701747508724991,0.01,1.0,0.0001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
402,grid,0.7701747508724991,0.01,1.0,0.0001,2000,1.0,clipped,0.2,20.0,0.7701747508724991
403,grid,0.8010638064134422,0.01,1.0,0.0001,2000,2.0,clipped,0.0,40.0,0.8010638064134422
404,grid,0.7701747508724991,0.01,1.0,0.0001,2000,2.0,clipped,0.1,40.0,0.7701747508724991
405,grid,0.7701747508724991,0.01,1.0,0.0001,2000,2.0,clipped,0.2,40.0,0.7701747508724991
406,grid,0.8010638064134422,0.01,0.001,0.001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
407,grid,0.7701747508724991,0.01,0.001,0.001,2000,0.5,clipped,0.1,10.0,0.7701747508724991
408,grid,0.7701747508724991,0.01,0.001,0.001,2000,0.5,clipped,0.2,10.0,0.7701747508724991
409,grid,0.8010638064134422,0.01,0.001,0.001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
410,grid,0.7701747508724991,0.01,0.001,0.001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
411,grid,0.7510128133862075,0.01,0.001,0.001,2000,1.0,clipped,0.2,20.0,0.7510128133862075
412,grid,0.7701747508724991,0.01,0.001,0.001,2000,2.0,clipped,0.0,40.0,0.7701747508724991
413,grid,0.6998168067452645,0.01,0.001,0.001,2000,2.0,clipped,0.1,40.0,0.6998168067452645
414,grid,0.6934023518493604,0.01,0.001,0.001,2000,2.0,clipped,0.2,40.0,0.6934023518493604
415,grid,0.8010638064134422,0.01,0.01,0.001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
416,grid,0.7701747508724991,0.01,0.01,0.001,2000,0.5,clipped,0.1,10.0,0.7701747508724991
417,grid,0.7701747508724991,0.01,0.01,0.001,2000,0.5,clipped,0.2,10.0,0.7701747508724991
418,grid,0.8010638064134422,0.01,0.01,0.001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
419,grid,0.7701747508724991,0.01,0.01,0.001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
420,grid,0.7510128133862075,0.01,0.01,0.001,2000,1.0,clipped,0.2,20.0,0.7510128133862075
421,grid,0.7701747508724991,0.01,0.01,0.001,2000,2.0,clipped,0.0,40.0,0.7701747508724991
422,grid,0.6998168067452645,0.01,0.01,0.001,2000,2.0,clipped,0.1,40.0,0.6998168067452645
423,grid,0.6934023518493604,0.01,0.01,0.001,2000,2.0,clipped,0.2,40.0,0.6934023518493604
424,grid,0.8010638064134422,0.01,0.1,0.001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
425,grid,0.7701747508724991,0.01,0.1,0.001,2000,0.5,clipped,0.1,10.0,0.7701747508724991
426,grid,0.7701747508724991,0.01,0.1,0.001,2000,0.5,clipped,0.2,10.0,0.7701747508724991
427,grid,0.8010638064134422,0.01,0.1,0.001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
428,grid,0.7701747508724991,0.01,0.1,0.001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
429,grid,0.7607255651457892,0.01,0.1,0.001,2000,1.0,clipped,0.2,20.0,0.7607255651457892
430,grid,0.7701747508724991,0.01,0.1,0.001,2000,2.0,clipped,0.0,40.0,0.7701747508724991
431,grid,0.6998168067452645,0.01,0.1,0.001,2000,2.0,clipped,0.1,40.0,0.6998168067452645
432,grid,0.6934023518493604,0.01,0.1,0.001,2000,2.0,clipped,0.2,40.0,0.6934023518493604
433,grid,0.8010638064134422,0.01,0.5,0.001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
434,grid,0.7701747508724991,0.01,0.5,0.001,2000,0.5,clipped,0.1,10.0,0.7701747508724991
435,grid,0.7701747508724991,0.01,0.5,0.001,2000,0.5,clipped,0.2,10.0,0.7701747508724991
436,grid,0.8010638064134422,0.01,0.5,0.001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
437,grid,0.7701747508724991,0.01,0.5,0.001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
438,grid,0.7701747508724991,0.01,0.5,0.001,2000,1.0,clipped,0.2,20.0,0.7701747508724991
439,grid,0.7701747508724991,0.01,0.5,0.001,2000,2.0,clipped,0.0,40.0,0.7701747508724991
440,grid,0.6998168067452645,0.01,0.5,0.001,2000,2.0,clipped,0.1,40.0,0.6998168067452645
441,grid,0.6975291274997684,0.01,0.5,0.001,2000,2.0,clipped,0.2,40.0,0.6975291274997684
442,grid,0.8010638064134422,0.01,1.0,0.001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
443,grid,0.7701747508724991,0.01,1.0,0.001,2000,0.5,clipped,0.1,10.0,0.7701747508724991
444,grid,0.7701747508724991,0.01,1.0,0.001,2000,0.5,clipped,0.2,10.0,0.7701747508724991
445,grid,0.8010638064134422,0.01,1.0,0.001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
446,grid,0.7701747508724991,0.01,1.0,0.001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
447,grid,0.7701747508724991,0.01,1.0,0.001,2000,1.0,clipped,0.2,20.0,0.7701747508724991
448,grid,0.7701747508724991,0.01,1.0,0.001,2000,2.0,clipped,0.0,40.0,0.7701747508724991
449,grid,0.729836509604846,0.01,1.0,0.001,2000,2.0,clipped,0.1,40.0,0.729836509604846
450,grid,0.6998168067452645,0.01,1.0,0.001,2000,2.0,clipped,0.2,40.0,0.6998168067452645
451,grid,0.8010638064134422,0.01,0.001,0.001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
452,grid,0.7701747508724991,0.01,0.001,0.001,2000,0.5,clipped,0.1,10.0,0.7701747508724991
453,grid,0.7701747508724991,0.01,0.001,0.001,2000,0.5,clipped,0.2,10.0,0.7701747508724991
454,grid,0.8010638064134422,0.01,0.001,0.001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
455,grid,0.7701747508724991,0.01,0.001,0.001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
456,grid,0.7510128133862075,0.01,0.001,0.001,2000,1.0,clipped,0.2,20.0,0.7510128133862075
457,grid,0.7701747508724991,0.01,0.001,0.001,2000,2.0,clipped,0.0,40.0,0.7701747508724991
458,grid,0.6998168067452645,0.01,0.001,0.001,2000,2.0,clipped,0.1,40.0,0.6998168067452645
459,grid,0.6934023518493604,0.01,0.001,0.001,2000,2.0,clipped,0.2,40.0,0.6934023518493604
460,grid,0.8010638064134422,0.01,0.01,0.001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
461,grid,0.7701747508724991,0.01,0.01,0.001,2000,0.5,clipped,0.1,10.0,0.7701747508724991
462,grid,0.7701747508724991,0.01,0.01,0.001,2000,0.5,clipped,0.2,10.0,0.7701747508724991
463,grid,0.8010638064134422,0.01,0.01,0.001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
464,grid,0.7701747508724991,0.01,0.01,0.001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
465,grid,0.7510128133862075,0.01,0.01,0.001,2000,1.0,clipped,0.2,20.0,0.7510128133862075
466,grid,0.7701747508724991,0.01,0.01,0.001,2000,2.0,clipped,0.0,40.0,0.7701747508724991
467,grid,0.6998168067452645,0.01,0.01,0.001,2000,2.0,clipped,0.1,40.0,0.6998168067452645
468,grid,0.6934023518493604,0.01,0.01,0.001,2000,2.0,clipped,0.2,40.0,0.6934023518493604
469,grid,0.8010638064134422,0.01,0.1,0.001,2000,0.5,clipped,0.0,10.0,0.8010638064134422
470,grid,0.7701747508724991,0.01,0.1,0.001,2000,0.5,clipped,0.1,10.0,0.7701747508724991
471,grid,0.7701747508724991,0.01,0.1,0.001,2000,0.5,clipped,0.2,10.0,0.7701747508724991
472,grid,0.8010638064134422,0.01,0.1,0.001,2000,1.0,clipped,0.0,20.0,0.8010638064134422
473,grid,0.7701747508724991,0.01,0.1,0.001,2000,1.0,clipped,0.1,20.0,0.7701747508724991
474,grid,0.7607255651457892,0.01,0.1,0.001,2000,1.0,clipped,0.2,20.0,0.7607255651457892
475,grid,0.7701747508724991,0.01,0.1,0.001,2000,2.0,clipped,0.0,40.0,0.7701747508724991
476,grid,0.6998168067452645,0.01,0.1,0.001,2000,2.0,clipped,0.1,40.0,0.6998168067452645
477,grid,0.6934023518493604,0.01,0.1,0.001,2000,2.0,clipped,0.2,40.0,0.6934023518493604
