problem,ablation,beta_update,T,alpha,eta,rho,theta_mode,theta_lambda,D_theta,theta_lr,theta_inner_steps,theta_start_mode,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,dataset_path,theta_optimizer,theta_include_beta_cov,num_trajectories,max_steps,seed,eval_seed,device,status,error,solver_success_rate,greedy_success_rate,solver_avg_reward,greedy_avg_reward,elapsed_seconds,run_idx
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9258000000000002,0.9300000000000002,164.22642597201047,12
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,300.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.925,0.9300000000000002,126.49768921203213,3
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9247000000000001,0.9300000000000002,157.57438087603077,4
deterministic,reg_fixed_baseline,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9247000000000001,0.9300000000000002,159.83369703503558,6
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9247000000000001,0.9300000000000002,164.0901705089491,11
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-09,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9243000000000002,0.9300000000000002,91.98503914900357,2
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-08,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9242000000000001,0.9300000000000002,157.8262081440189,5
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,100.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9241000000000001,0.9300000000000002,160.07206677203067,8
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-08,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9235000000000001,0.9300000000000002,160.36770436901134,9
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-09,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9229000000000002,0.9300000000000002,159.9125819359906,7
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,30.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9215000000000001,0.9300000000000002,164.5263745370321,13
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,10.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9201000000000001,0.9300000000000002,165.11537711200071,14
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,20,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,1.0,1.0,0.9189000000000002,0.9300000000000002,171.04822707199492,17
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.95,1.0,0.8338000000000001,0.9300000000000002,177.77911660901736,24
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,80,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.88,1.0,0.7539,0.9300000000000002,177.34272145305295,23
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.82,1.0,0.7187999999999998,0.9300000000000002,162.8700208599912,10
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,0.0001,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.58,1.0,0.43449999999999983,0.9300000000000002,79.80017731402768,1
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.25,1.0,0.07799999999999997,0.9300000000000002,166.66100965096848,15
stochastic,reg_fixed_baseline,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.91,0.93,-0.1663000000000001,0.018750000000000062,80.79227545700269,51
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.91,0.93,-0.1663000000000001,0.018750000000000062,133.0913785570301,66
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.91,0.93,-0.1663000000000001,0.018750000000000062,146.200663408963,71
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,10.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.9,0.93,-0.15715000000000007,0.018750000000000062,147.68223172001308,63
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-09,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.9,0.93,-0.19330000000000014,0.018750000000000062,139.34793649998028,59
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,100.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.9,0.93,-0.19720000000000013,0.018750000000000062,141.37058008898748,56
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,300.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.9,0.93,-0.19775000000000012,0.018750000000000062,141.26647893997142,60
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-08,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.88,0.93,-0.18570000000000011,0.018750000000000062,138.13440385903232,57
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-09,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.88,0.93,-0.24430000000000013,0.018750000000000062,147.60315745603293,67
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-08,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.87,0.93,-0.20105000000000012,0.018750000000000062,140.30813719396247,61
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,30.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.87,0.93,-0.23390000000000022,0.018750000000000062,140.0820605409681,55
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,20,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.87,0.93,-0.30605000000000016,0.018750000000000062,147.37215812597424,84
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,5,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.86,0.93,-0.2882000000000002,0.018750000000000062,127.93697469698964,62
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-07,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.84,0.93,-0.24630000000000013,0.018750000000000062,145.8735850569792,68
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,40,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.74,0.93,-0.6008500000000003,0.018750000000000062,144.19795278296806,76
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,80,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.66,0.93,-0.6910000000000003,0.018750000000000062,162.61297283903696,101
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-06,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.65,0.93,-0.6928500000000001,0.018750000000000062,143.8148317579762,69
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-06,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.53,0.87,-1.0189500000000005,-0.10300000000000001,138.61061406199588,65
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,3.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.06625,-2.054050000000001,150.29105658701155,64
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,1,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.0830000000000006,-2.0697000000000005,139.72263219102751,86
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,2,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.0877500000000007,-2.0697000000000005,141.9159976200317,95
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,5,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.0964000000000005,-2.0697000000000005,137.97498045500834,83
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,20,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.1438000000000006,-2.0697000000000005,112.28464814298786,102
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,0.3,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.1619500000000005,-2.0697000000000005,137.20127930201124,53
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.03,0.02,-2.1736500000000007,-2.0697000000000005,74.72738775401376,103
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,123.46422124304809,96
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,10.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,136.89531673997408,70
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,140.593006586947,78
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-08,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,141.11558944999706,77
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,142.72741158603458,80
stochastic,reg_fixed_baseline,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,142.7319906539633,74
stochastic,projection_dtheta,fogas_full,3000,0.001,0.0001,1.0,projection,,30.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.02,-2.12835,-2.0697000000000005,145.41087090899237,81
