alpha,eta,rho,D_theta,T,beta,seed,device,status,error,elapsed_seconds,greedy_avg_reward,greedy_goal_count,greedy_success_rate,reached_goal,final_state,path_length,run_idx
0.00025,0.0005,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.76034334488213,-0.5217031000000001,0,0.0,False,32,7,53
0.00025,0.0005,0.001,10.0,20000,1e-07,42,cuda,ok,,11.846439209999517,-0.5217031000000001,0,0.0,False,32,7,61
0.00025,0.0005,0.003,10.0,20000,1e-07,42,cuda,ok,,11.74867517198436,-0.5217031000000001,0,0.0,False,32,7,69
0.00025,0.001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.770693617174402,-0.5217031000000001,0,0.0,False,32,7,77
0.00025,0.001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.75909885391593,-0.5217031000000001,0,0.0,False,32,7,85
0.00025,0.001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.753762315958738,-0.5217031000000001,0,0.0,False,32,7,93
0.0005,0.0001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.753932755906135,-0.5217031000000001,0,0.0,False,32,7,125
0.0005,0.0001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.782344242092222,-0.5217031000000001,0,0.0,False,32,7,133
0.0005,0.0001,0.003,10.0,20000,1e-07,42,cuda,ok,,12.053540884051472,-0.5217031000000001,0,0.0,False,32,7,141
0.0005,0.0002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.724055559840053,-0.5217031000000001,0,0.0,False,32,7,149
0.0005,0.0002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.72231497685425,-0.5217031000000001,0,0.0,False,32,7,157
0.0005,0.0002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.874549177940935,-0.5217031000000001,0,0.0,False,32,7,165
0.0005,0.0005,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.751429514959455,-0.5217031000000001,0,0.0,False,32,7,173
0.0005,0.0005,0.001,10.0,20000,1e-07,42,cuda,ok,,11.741908953059465,-0.5217031000000001,0,0.0,False,32,7,181
0.0005,0.0005,0.003,10.0,20000,1e-07,42,cuda,ok,,11.795808144845068,-0.5217031000000001,0,0.0,False,32,7,189
0.0005,0.001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.774545858846977,-0.5217031000000001,0,0.0,False,32,7,197
0.0005,0.001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.63105788314715,-0.5217031000000001,0,0.0,False,32,7,205
0.0005,0.001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.747185695916414,-0.5217031000000001,0,0.0,False,32,7,213
0.0005,0.002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.828314275015146,-0.5217031000000001,0,0.0,False,32,7,221
0.0005,0.002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.73841434600763,-0.5217031000000001,0,0.0,False,32,7,229
0.0005,0.002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.713988283183426,-0.5217031000000001,0,0.0,False,32,7,237
0.001,0.0001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.809349766932428,-0.5217031000000001,0,0.0,False,32,7,245
0.001,0.0001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.687056578928605,-0.5217031000000001,0,0.0,False,32,7,253
0.001,0.0001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.696674985112622,-0.5217031000000001,0,0.0,False,32,7,261
0.001,0.0002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.84571602800861,-0.5217031000000001,0,0.0,False,32,7,269
0.001,0.0002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.815610811114311,-0.5217031000000001,0,0.0,False,32,7,277
0.001,0.0002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.820798587985337,-0.5217031000000001,0,0.0,False,32,7,285
0.001,0.0005,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.894932952011004,-0.5217031000000001,0,0.0,False,32,7,293
0.001,0.0005,0.001,10.0,20000,1e-07,42,cuda,ok,,11.826787560945377,-0.5217031000000001,0,0.0,False,32,7,301
0.001,0.0005,0.003,10.0,20000,1e-07,42,cuda,ok,,11.820080845849589,-0.5217031000000001,0,0.0,False,32,7,309
0.001,0.001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.803076591109857,-0.5217031000000001,0,0.0,False,32,7,317
0.001,0.001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.832156958058476,-0.5217031000000001,0,0.0,False,32,7,325
0.001,0.001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.855390282114968,-0.5217031000000001,0,0.0,False,32,7,333
0.001,0.002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.808102572103962,-0.5217031000000001,0,0.0,False,32,7,341
0.001,0.002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.94593287911266,-0.5217031000000001,0,0.0,False,32,7,349
0.001,0.002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.835431464016438,-0.5217031000000001,0,0.0,False,32,7,357
0.002,0.0001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.977726564975455,-0.5217031000000001,0,0.0,False,32,7,365
0.002,0.0001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.94622898590751,-0.5217031000000001,0,0.0,False,32,7,373
0.002,0.0001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.795874309027568,-0.5217031000000001,0,0.0,False,32,7,381
0.002,0.0002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.754755579167977,-0.5217031000000001,0,0.0,False,32,7,389
0.002,0.0002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.919084394117817,-0.5217031000000001,0,0.0,False,32,7,397
0.002,0.0002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.822262198198587,-0.5217031000000001,0,0.0,False,32,7,405
0.002,0.0005,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.806914661079645,-0.5217031000000001,0,0.0,False,32,7,413
0.002,0.0005,0.001,10.0,20000,1e-07,42,cuda,ok,,11.834096483886242,-0.5217031000000001,0,0.0,False,32,7,421
0.002,0.0005,0.003,10.0,20000,1e-07,42,cuda,ok,,11.904509956017137,-0.5217031000000001,0,0.0,False,32,7,429
0.002,0.001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.786783498013392,-0.5217031000000001,0,0.0,False,32,7,437
0.002,0.001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.809414227027446,-0.5217031000000001,0,0.0,False,32,7,445
0.002,0.001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.982517380965874,-0.5217031000000001,0,0.0,False,32,7,453
0.002,0.002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.841172892134637,-0.5217031000000001,0,0.0,False,32,7,461
0.002,0.002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.832689160946757,-0.5217031000000001,0,0.0,False,32,7,469
0.002,0.002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.984394127037376,-0.5217031000000001,0,0.0,False,32,7,477
0.003,0.0001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.846015494083986,-0.5217031000000001,0,0.0,False,32,7,485
0.003,0.0001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.830829196143895,-0.5217031000000001,0,0.0,False,32,7,493
0.003,0.0001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.907929718960077,-0.5217031000000001,0,0.0,False,32,7,501
0.003,0.0002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.759373309090734,-0.5217031000000001,0,0.0,False,32,7,509
0.003,0.0002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.77107321517542,-0.5217031000000001,0,0.0,False,32,7,517
0.003,0.0002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.889341345988214,-0.5217031000000001,0,0.0,False,32,7,525
0.003,0.0005,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.90267662005499,-0.5217031000000001,0,0.0,False,32,7,533
0.003,0.0005,0.001,10.0,20000,1e-07,42,cuda,ok,,12.015251188073307,-0.5217031000000001,0,0.0,False,32,7,541
0.003,0.0005,0.003,10.0,20000,1e-07,42,cuda,ok,,11.761878898832947,-0.5217031000000001,0,0.0,False,32,7,549
0.003,0.001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.749671334866434,-0.5217031000000001,0,0.0,False,32,7,557
0.003,0.001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.775859175948426,-0.5217031000000001,0,0.0,False,32,7,565
0.003,0.001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.870493796188384,-0.5217031000000001,0,0.0,False,32,7,573
0.003,0.002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.825224428903311,-0.5217031000000001,0,0.0,False,32,7,581
0.003,0.002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.76025574002415,-0.5217031000000001,0,0.0,False,32,7,589
0.003,0.002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.722274695057422,-0.5217031000000001,0,0.0,False,32,7,597
0.005,0.0001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.879944039043039,-0.5217031000000001,0,0.0,False,32,7,605
0.005,0.0001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.759786932030693,-0.5217031000000001,0,0.0,False,32,7,613
0.005,0.0001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.743579552974552,-0.5217031000000001,0,0.0,False,32,7,621
0.005,0.0002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.898157804040238,-0.5217031000000001,0,0.0,False,32,7,629
0.005,0.0002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.712362063117325,-0.5217031000000001,0,0.0,False,32,7,637
0.005,0.0002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.78319415380247,-0.5217031000000001,0,0.0,False,32,7,645
0.005,0.0005,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.772368910023943,-0.5217031000000001,0,0.0,False,32,7,653
0.005,0.0005,0.001,10.0,20000,1e-07,42,cuda,ok,,11.767111693043262,-0.5217031000000001,0,0.0,False,32,7,661
0.005,0.0005,0.003,10.0,20000,1e-07,42,cuda,ok,,11.794598951935768,-0.5217031000000001,0,0.0,False,32,7,669
0.005,0.001,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.753031665924937,-0.5217031000000001,0,0.0,False,32,7,677
0.005,0.001,0.001,10.0,20000,1e-07,42,cuda,ok,,11.865447532851249,-0.5217031000000001,0,0.0,False,32,7,685
0.005,0.001,0.003,10.0,20000,1e-07,42,cuda,ok,,11.748735507950187,-0.5217031000000001,0,0.0,False,32,7,693
0.005,0.002,0.0005,10.0,20000,1e-07,42,cuda,ok,,11.77730433898978,-0.5217031000000001,0,0.0,False,32,7,701
0.005,0.002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.961179692996666,-0.5217031000000001,0,0.0,False,32,7,709
0.005,0.002,0.003,10.0,20000,1e-07,42,cuda,ok,,11.798046421958134,-0.5217031000000001,0,0.0,False,32,7,717
0.00025,0.0001,0.0005,40.0,20000,1e-07,42,cuda,ok,,11.81410698313266,-0.7458134171671001,0,0.0,False,18,13,7
0.00025,0.0001,0.001,40.0,20000,1e-07,42,cuda,ok,,11.837683944962919,-0.7458134171671001,0,0.0,False,18,13,15
0.00025,0.0001,0.003,40.0,20000,1e-07,42,cuda,ok,,12.051098843105137,-0.7458134171671001,0,0.0,False,18,13,23
0.00025,0.0002,0.0005,40.0,20000,1e-07,42,cuda,ok,,11.778778675943613,-0.7458134171671001,0,0.0,False,18,13,31
0.00025,0.0002,0.001,40.0,20000,1e-07,42,cuda,ok,,11.743676837068051,-0.7458134171671001,0,0.0,False,18,13,39
0.00025,0.0002,0.003,40.0,20000,1e-07,42,cuda,ok,,11.94793304009363,-0.7458134171671001,0,0.0,False,18,13,47
0.0005,0.0001,0.0005,40.0,20000,1e-07,42,cuda,ok,,12.030244212131947,-0.7458134171671001,0,0.0,False,18,13,127
0.0005,0.0001,0.001,40.0,20000,1e-07,42,cuda,ok,,11.729585228022188,-0.7458134171671001,0,0.0,False,18,13,135
0.0005,0.0001,0.003,40.0,20000,1e-07,42,cuda,ok,,11.738029988948256,-0.7458134171671001,0,0.0,False,18,13,143
0.0005,0.0002,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.728272204985842,-0.7458134171671001,0,0.0,False,18,13,150
0.0005,0.0002,0.001,20.0,20000,1e-07,42,cuda,ok,,11.792954995995387,-0.7458134171671001,0,0.0,False,18,13,158
0.0005,0.0002,0.003,20.0,20000,1e-07,42,cuda,ok,,11.78149220906198,-0.7458134171671001,0,0.0,False,18,13,166
0.0005,0.0005,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.882753019919619,-0.7458134171671001,0,0.0,False,18,13,174
0.0005,0.0005,0.001,20.0,20000,1e-07,42,cuda,ok,,11.74530002498068,-0.7458134171671001,0,0.0,False,18,13,182
0.0005,0.0005,0.003,20.0,20000,1e-07,42,cuda,ok,,11.767022930085659,-0.7458134171671001,0,0.0,False,18,13,190
0.001,0.0001,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.779837782960385,-0.7458134171671001,0,0.0,False,18,13,246
0.001,0.0001,0.001,20.0,20000,1e-07,42,cuda,ok,,11.7657369018998,-0.7458134171671001,0,0.0,False,18,13,254
0.001,0.0001,0.003,20.0,20000,1e-07,42,cuda,ok,,11.79426616197452,-0.7458134171671001,0,0.0,False,18,13,262
0.001,0.0002,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.791385604068637,-0.7458134171671001,0,0.0,False,18,13,270
0.001,0.0002,0.001,20.0,20000,1e-07,42,cuda,ok,,11.978299112990499,-0.7458134171671001,0,0.0,False,18,13,278
0.001,0.0002,0.003,20.0,20000,1e-07,42,cuda,ok,,11.817656192928553,-0.7458134171671001,0,0.0,False,18,13,286
0.001,0.0005,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.869730204809457,-0.7458134171671001,0,0.0,False,18,13,294
0.001,0.0005,0.001,20.0,20000,1e-07,42,cuda,ok,,11.97431383910589,-0.7458134171671001,0,0.0,False,18,13,302
0.001,0.0005,0.003,20.0,20000,1e-07,42,cuda,ok,,11.87221642700024,-0.7458134171671001,0,0.0,False,18,13,310
0.001,0.001,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.863041040953249,-0.7458134171671001,0,0.0,False,18,13,318
0.001,0.001,0.001,20.0,20000,1e-07,42,cuda,ok,,11.965871586930007,-0.7458134171671001,0,0.0,False,18,13,326
0.001,0.001,0.003,20.0,20000,1e-07,42,cuda,ok,,11.900407701963559,-0.7458134171671001,0,0.0,False,18,13,334
0.002,0.0001,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.865061666117981,-0.7458134171671001,0,0.0,False,18,13,366
0.002,0.0001,0.001,20.0,20000,1e-07,42,cuda,ok,,11.866201538126916,-0.7458134171671001,0,0.0,False,18,13,374
0.002,0.0001,0.003,20.0,20000,1e-07,42,cuda,ok,,11.959723649080843,-0.7458134171671001,0,0.0,False,18,13,382
0.002,0.0002,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.81155171408318,-0.7458134171671001,0,0.0,False,18,13,390
0.002,0.0002,0.001,20.0,20000,1e-07,42,cuda,ok,,11.85209538997151,-0.7458134171671001,0,0.0,False,18,13,398
0.002,0.0002,0.003,20.0,20000,1e-07,42,cuda,ok,,11.972491255961359,-0.7458134171671001,0,0.0,False,18,13,406
0.002,0.0005,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.89516154397279,-0.7458134171671001,0,0.0,False,18,13,414
0.002,0.0005,0.001,20.0,20000,1e-07,42,cuda,ok,,11.889747988898307,-0.7458134171671001,0,0.0,False,18,13,422
0.002,0.0005,0.003,20.0,20000,1e-07,42,cuda,ok,,11.97078638500534,-0.7458134171671001,0,0.0,False,18,13,430
0.002,0.001,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.849405147135258,-0.7458134171671001,0,0.0,False,18,13,438
0.002,0.001,0.001,20.0,20000,1e-07,42,cuda,ok,,11.845725145889446,-0.7458134171671001,0,0.0,False,18,13,446
0.002,0.001,0.003,20.0,20000,1e-07,42,cuda,ok,,11.871006884146482,-0.7458134171671001,0,0.0,False,18,13,454
0.002,0.002,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.882556610973552,-0.7458134171671001,0,0.0,False,18,13,462
0.002,0.002,0.001,20.0,20000,1e-07,42,cuda,ok,,11.83130779210478,-0.7458134171671001,0,0.0,False,18,13,470
0.002,0.002,0.003,20.0,20000,1e-07,42,cuda,ok,,11.867343913996592,-0.7458134171671001,0,0.0,False,18,13,478
0.003,0.0001,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.849113040138036,-0.7458134171671001,0,0.0,False,18,13,486
0.003,0.0001,0.001,20.0,20000,1e-07,42,cuda,ok,,12.052425951929763,-0.7458134171671001,0,0.0,False,18,13,494
0.003,0.0001,0.003,20.0,20000,1e-07,42,cuda,ok,,11.76791907986626,-0.7458134171671001,0,0.0,False,18,13,502
0.003,0.0002,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.89419212914072,-0.7458134171671001,0,0.0,False,18,13,510
0.003,0.0002,0.001,20.0,20000,1e-07,42,cuda,ok,,11.784911043010652,-0.7458134171671001,0,0.0,False,18,13,518
0.003,0.0002,0.003,20.0,20000,1e-07,42,cuda,ok,,11.787588581908494,-0.7458134171671001,0,0.0,False,18,13,526
0.003,0.0005,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.92258201004006,-0.7458134171671001,0,0.0,False,18,13,534
0.003,0.0005,0.001,20.0,20000,1e-07,42,cuda,ok,,11.735303320921957,-0.7458134171671001,0,0.0,False,18,13,542
0.003,0.0005,0.003,20.0,20000,1e-07,42,cuda,ok,,11.782962159020826,-0.7458134171671001,0,0.0,False,18,13,550
0.003,0.001,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.919768811902031,-0.7458134171671001,0,0.0,False,18,13,558
0.003,0.001,0.001,20.0,20000,1e-07,42,cuda,ok,,11.78496012208052,-0.7458134171671001,0,0.0,False,18,13,566
0.003,0.001,0.003,20.0,20000,1e-07,42,cuda,ok,,11.773145877057686,-0.7458134171671001,0,0.0,False,18,13,574
0.003,0.002,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.780093340901658,-0.7458134171671001,0,0.0,False,18,13,582
0.003,0.002,0.001,20.0,20000,1e-07,42,cuda,ok,,11.762498711934313,-0.7458134171671001,0,0.0,False,18,13,590
0.003,0.002,0.003,20.0,20000,1e-07,42,cuda,ok,,12.304940344998613,-0.7458134171671001,0,0.0,False,18,13,598
0.005,0.0001,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.745980273932219,-0.7458134171671001,0,0.0,False,18,13,606
0.005,0.0001,0.001,20.0,20000,1e-07,42,cuda,ok,,11.84213154297322,-0.7458134171671001,0,0.0,False,18,13,614
0.005,0.0001,0.003,20.0,20000,1e-07,42,cuda,ok,,11.796179580967873,-0.7458134171671001,0,0.0,False,18,13,622
0.005,0.0002,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.74952310603112,-0.7458134171671001,0,0.0,False,18,13,630
0.005,0.0002,0.001,20.0,20000,1e-07,42,cuda,ok,,11.861909125000238,-0.7458134171671001,0,0.0,False,18,13,638
0.005,0.0002,0.003,20.0,20000,1e-07,42,cuda,ok,,11.732581628952175,-0.7458134171671001,0,0.0,False,18,13,646
0.005,0.0005,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.84240881819278,-0.7458134171671001,0,0.0,False,18,13,654
0.005,0.0005,0.001,20.0,20000,1e-07,42,cuda,ok,,11.882609565975145,-0.7458134171671001,0,0.0,False,18,13,662
0.005,0.0005,0.003,20.0,20000,1e-07,42,cuda,ok,,11.768024815944955,-0.7458134171671001,0,0.0,False,18,13,670
0.005,0.001,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.773132584989071,-0.7458134171671001,0,0.0,False,18,13,678
0.005,0.001,0.001,20.0,20000,1e-07,42,cuda,ok,,11.791785042965785,-0.7458134171671001,0,0.0,False,18,13,686
0.005,0.001,0.003,20.0,20000,1e-07,42,cuda,ok,,11.764520741067827,-0.7458134171671001,0,0.0,False,18,13,694
0.005,0.002,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.78868598700501,-0.7458134171671001,0,0.0,False,18,13,702
0.005,0.002,0.001,20.0,20000,1e-07,42,cuda,ok,,11.817296946886927,-0.7458134171671001,0,0.0,False,18,13,710
0.005,0.002,0.003,20.0,20000,1e-07,42,cuda,ok,,11.762144071049988,-0.7458134171671001,0,0.0,False,18,13,718
0.00025,0.0001,0.0005,60.0,20000,1e-07,42,cuda,ok,,11.860815269174054,-0.8784233454094309,0,0.0,False,57,20,8
0.00025,0.0001,0.001,60.0,20000,1e-07,42,cuda,ok,,11.824486010940745,-0.8784233454094309,0,0.0,False,57,20,16
0.00025,0.0001,0.003,60.0,20000,1e-07,42,cuda,ok,,11.851474944967777,-0.8784233454094309,0,0.0,False,57,20,24
0.001,0.0001,0.0005,40.0,20000,1e-07,42,cuda,ok,,11.798341096146032,-0.8784233454094309,0,0.0,False,57,20,247
0.001,0.0001,0.001,40.0,20000,1e-07,42,cuda,ok,,11.935186610091478,-0.8784233454094309,0,0.0,False,57,20,255
0.001,0.0001,0.003,40.0,20000,1e-07,42,cuda,ok,,11.861088164849207,-0.8784233454094309,0,0.0,False,57,20,263
0.002,0.0001,0.0005,40.0,20000,1e-07,42,cuda,ok,,11.96529375296086,-0.8784233454094309,0,0.0,False,57,20,367
0.002,0.0001,0.001,40.0,20000,1e-07,42,cuda,ok,,11.916278226068243,-0.8784233454094309,0,0.0,False,57,20,375
0.002,0.0001,0.003,40.0,20000,1e-07,42,cuda,ok,,11.919504757039249,-0.8784233454094309,0,0.0,False,57,20,383
0.003,0.0001,0.0005,40.0,20000,1e-07,42,cuda,ok,,12.030629537068307,-0.8784233454094309,0,0.0,False,57,20,487
0.003,0.0001,0.001,40.0,20000,1e-07,42,cuda,ok,,11.862499943003058,-0.8784233454094309,0,0.0,False,57,20,495
0.003,0.0001,0.003,40.0,20000,1e-07,42,cuda,ok,,11.841608319897205,-0.8784233454094309,0,0.0,False,57,20,503
0.005,0.0001,0.0005,40.0,20000,1e-07,42,cuda,ok,,11.797250062925741,-0.8784233454094309,0,0.0,False,57,20,607
0.005,0.0001,0.001,40.0,20000,1e-07,42,cuda,ok,,11.788676111958921,-0.8784233454094309,0,0.0,False,57,20,615
0.005,0.0001,0.003,40.0,20000,1e-07,42,cuda,ok,,11.980807560030371,-0.8784233454094309,0,0.0,False,57,20,623
0.00025,0.0001,0.0005,0.5,20000,1e-07,42,cuda,ok,,12.125931515125558,-0.9948462247926806,0,0.0,False,1,50,1
0.00025,0.0001,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.666085658129305,-0.9948462247926806,0,0.0,False,1,50,2
0.00025,0.0001,0.0005,2.0,20000,1e-07,42,cuda,ok,,12.060921716038138,-0.9948462247926806,0,0.0,False,2,50,3
0.00025,0.0001,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.458745358977467,-0.9948462247926806,0,0.0,False,3,50,4
0.00025,0.0001,0.0005,10.0,20000,1e-07,42,cuda,ok,,12.483431120868772,-0.9948462247926806,0,0.0,False,13,50,5
0.00025,0.0001,0.001,0.5,20000,1e-07,42,cuda,ok,,12.747952181845903,-0.9948462247926806,0,0.0,False,1,50,9
0.00025,0.0001,0.001,1.0,20000,1e-07,42,cuda,ok,,12.135531418025494,-0.9948462247926806,0,0.0,False,1,50,10
0.00025,0.0001,0.001,2.0,20000,1e-07,42,cuda,ok,,12.042821321170777,-0.9948462247926806,0,0.0,False,2,50,11
0.00025,0.0001,0.001,5.0,20000,1e-07,42,cuda,ok,,12.520593552850187,-0.9948462247926806,0,0.0,False,3,50,12
0.00025,0.0001,0.001,10.0,20000,1e-07,42,cuda,ok,,12.172454593004659,-0.9948462247926806,0,0.0,False,13,50,13
0.00025,0.0001,0.003,0.5,20000,1e-07,42,cuda,ok,,12.154898663982749,-0.9948462247926806,0,0.0,False,1,50,17
0.00025,0.0001,0.003,1.0,20000,1e-07,42,cuda,ok,,12.189045912818983,-0.9948462247926806,0,0.0,False,1,50,18
