alpha,eta,rho,D_theta,T,beta,seed,device,status,error,elapsed_seconds,greedy_avg_reward,greedy_goal_count,greedy_success_rate,reached_goal,final_state,path_length,run_idx
0.00025,0.0001,0.003,2.0,20000,1e-07,42,cuda,ok,,12.112255508080125,-0.9948462247926806,0,0.0,False,2,50,19
0.00025,0.0001,0.003,5.0,20000,1e-07,42,cuda,ok,,12.029254911001772,-0.9948462247926806,0,0.0,False,3,50,20
0.00025,0.0001,0.003,10.0,20000,1e-07,42,cuda,ok,,12.029248302103952,-0.9948462247926806,0,0.0,False,13,50,21
0.00025,0.0002,0.0005,0.5,20000,1e-07,42,cuda,ok,,11.965516759082675,-0.9948462247926806,0,0.0,False,1,50,25
0.00025,0.0002,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.039115331834182,-0.9948462247926806,0,0.0,False,1,50,26
0.00025,0.0002,0.0005,2.0,20000,1e-07,42,cuda,ok,,11.950462590903044,-0.9948462247926806,0,0.0,False,2,50,27
0.00025,0.0002,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.082967885071412,-0.9948462247926806,0,0.0,False,3,50,28
0.00025,0.0002,0.0005,20.0,20000,1e-07,42,cuda,ok,,12.00169005501084,-0.9948462247926806,0,0.0,False,26,50,30
0.00025,0.0002,0.001,0.5,20000,1e-07,42,cuda,ok,,11.991217590169981,-0.9948462247926806,0,0.0,False,1,50,33
0.00025,0.0002,0.001,1.0,20000,1e-07,42,cuda,ok,,12.35567881911993,-0.9948462247926806,0,0.0,False,1,50,34
0.00025,0.0002,0.001,2.0,20000,1e-07,42,cuda,ok,,12.042478834046051,-0.9948462247926806,0,0.0,False,2,50,35
0.00025,0.0002,0.001,5.0,20000,1e-07,42,cuda,ok,,11.98508810903877,-0.9948462247926806,0,0.0,False,3,50,36
0.00025,0.0002,0.001,20.0,20000,1e-07,42,cuda,ok,,12.042992098955438,-0.9948462247926806,0,0.0,False,26,50,38
0.00025,0.0002,0.003,0.5,20000,1e-07,42,cuda,ok,,12.095459165982902,-0.9948462247926806,0,0.0,False,1,50,41
0.00025,0.0002,0.003,1.0,20000,1e-07,42,cuda,ok,,12.10613062698394,-0.9948462247926806,0,0.0,False,1,50,42
0.00025,0.0002,0.003,2.0,20000,1e-07,42,cuda,ok,,12.001723422901705,-0.9948462247926806,0,0.0,False,2,50,43
0.00025,0.0002,0.003,5.0,20000,1e-07,42,cuda,ok,,11.981861097970977,-0.9948462247926806,0,0.0,False,3,50,44
0.00025,0.0002,0.003,20.0,20000,1e-07,42,cuda,ok,,12.017308593960479,-0.9948462247926806,0,0.0,False,26,50,46
0.00025,0.0005,0.0005,0.5,20000,1e-07,42,cuda,ok,,11.97928264993243,-0.9948462247926806,0,0.0,False,10,50,49
0.00025,0.0005,0.0005,1.0,20000,1e-07,42,cuda,ok,,11.993035215884447,-0.9948462247926806,0,0.0,False,1,50,50
0.00025,0.0005,0.0005,2.0,20000,1e-07,42,cuda,ok,,12.1276227789931,-0.9948462247926806,0,0.0,False,1,50,51
0.00025,0.0005,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.21583998692222,-0.9948462247926806,0,0.0,False,3,50,52
0.00025,0.0005,0.0005,20.0,20000,1e-07,42,cuda,ok,,12.031298027839512,-0.9948462247926806,0,0.0,False,26,50,54
0.00025,0.0005,0.001,0.5,20000,1e-07,42,cuda,ok,,12.004358141915873,-0.9948462247926806,0,0.0,False,10,50,57
0.00025,0.0005,0.001,1.0,20000,1e-07,42,cuda,ok,,12.00419839285314,-0.9948462247926806,0,0.0,False,1,50,58
0.00025,0.0005,0.001,2.0,20000,1e-07,42,cuda,ok,,12.041929109022021,-0.9948462247926806,0,0.0,False,1,50,59
0.00025,0.0005,0.001,5.0,20000,1e-07,42,cuda,ok,,12.004351297859102,-0.9948462247926806,0,0.0,False,3,50,60
0.00025,0.0005,0.001,20.0,20000,1e-07,42,cuda,ok,,12.270028770901263,-0.9948462247926806,0,0.0,False,26,50,62
0.00025,0.0005,0.003,0.5,20000,1e-07,42,cuda,ok,,12.00387159618549,-0.9948462247926806,0,0.0,False,10,50,65
0.00025,0.0005,0.003,1.0,20000,1e-07,42,cuda,ok,,12.099675151985139,-0.9948462247926806,0,0.0,False,1,50,66
0.00025,0.0005,0.003,2.0,20000,1e-07,42,cuda,ok,,12.043916573980823,-0.9948462247926806,0,0.0,False,1,50,67
0.00025,0.0005,0.003,5.0,20000,1e-07,42,cuda,ok,,12.03009360912256,-0.9948462247926806,0,0.0,False,3,50,68
0.00025,0.0005,0.003,20.0,20000,1e-07,42,cuda,ok,,12.126620007911697,-0.9948462247926806,0,0.0,False,26,50,70
0.00025,0.001,0.0005,0.5,20000,1e-07,42,cuda,ok,,12.077029919950292,-0.9948462247926806,0,0.0,False,10,50,73
0.00025,0.001,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.037045851117,-0.9948462247926806,0,0.0,False,10,50,74
0.00025,0.001,0.0005,2.0,20000,1e-07,42,cuda,ok,,12.189882653998211,-0.9948462247926806,0,0.0,False,1,50,75
0.00025,0.001,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.024986360920593,-0.9948462247926806,0,0.0,False,3,50,76
0.00025,0.001,0.0005,20.0,20000,1e-07,42,cuda,ok,,12.000482853967696,-0.9948462247926806,0,0.0,False,26,50,78
0.00025,0.001,0.001,0.5,20000,1e-07,42,cuda,ok,,12.077664674958214,-0.9948462247926806,0,0.0,False,10,50,81
0.00025,0.001,0.001,1.0,20000,1e-07,42,cuda,ok,,12.134893813170493,-0.9948462247926806,0,0.0,False,10,50,82
0.00025,0.001,0.001,2.0,20000,1e-07,42,cuda,ok,,11.992874825838953,-0.9948462247926806,0,0.0,False,1,50,83
0.00025,0.001,0.001,5.0,20000,1e-07,42,cuda,ok,,12.178320778068155,-0.9948462247926806,0,0.0,False,3,50,84
0.00025,0.001,0.001,20.0,20000,1e-07,42,cuda,ok,,11.993981027044356,-0.9948462247926806,0,0.0,False,26,50,86
0.00025,0.001,0.003,0.5,20000,1e-07,42,cuda,ok,,12.089041279861704,-0.9948462247926806,0,0.0,False,10,50,89
0.00025,0.001,0.003,1.0,20000,1e-07,42,cuda,ok,,11.993637048872188,-0.9948462247926806,0,0.0,False,10,50,90
0.00025,0.001,0.003,2.0,20000,1e-07,42,cuda,ok,,12.020111126126722,-0.9948462247926806,0,0.0,False,1,50,91
0.00025,0.001,0.003,5.0,20000,1e-07,42,cuda,ok,,12.023009493015707,-0.9948462247926806,0,0.0,False,3,50,92
0.00025,0.001,0.003,20.0,20000,1e-07,42,cuda,ok,,12.134897540090606,-0.9948462247926806,0,0.0,False,26,50,94
0.00025,0.002,0.0005,0.5,20000,1e-07,42,cuda,ok,,12.013162741903216,-0.9948462247926806,0,0.0,False,10,50,97
0.00025,0.002,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.04074398893863,-0.9948462247926806,0,0.0,False,10,50,98
0.00025,0.002,0.0005,2.0,20000,1e-07,42,cuda,ok,,12.112165872938931,-0.9948462247926806,0,0.0,False,20,50,99
0.00025,0.002,0.0005,10.0,20000,1e-07,42,cuda,ok,,12.005950719118118,-0.9948462247926806,0,0.0,False,3,50,101
0.00025,0.002,0.0005,20.0,20000,1e-07,42,cuda,ok,,12.020782890962437,-0.9948462247926806,0,0.0,False,26,50,102
0.00025,0.002,0.0005,40.0,20000,1e-07,42,cuda,ok,,12.130952381994575,-0.9948462247926806,0,0.0,False,36,50,103
0.00025,0.002,0.001,0.5,20000,1e-07,42,cuda,ok,,11.998418753035367,-0.9948462247926806,0,0.0,False,10,50,105
0.00025,0.002,0.001,1.0,20000,1e-07,42,cuda,ok,,12.007741607958451,-0.9948462247926806,0,0.0,False,10,50,106
0.00025,0.002,0.001,2.0,20000,1e-07,42,cuda,ok,,12.385416868841276,-0.9948462247926806,0,0.0,False,20,50,107
0.00025,0.002,0.001,10.0,20000,1e-07,42,cuda,ok,,11.982933435821906,-0.9948462247926806,0,0.0,False,3,50,109
0.00025,0.002,0.001,20.0,20000,1e-07,42,cuda,ok,,12.020838758908212,-0.9948462247926806,0,0.0,False,26,50,110
0.00025,0.002,0.001,40.0,20000,1e-07,42,cuda,ok,,11.990142229013145,-0.9948462247926806,0,0.0,False,36,50,111
0.00025,0.002,0.003,0.5,20000,1e-07,42,cuda,ok,,12.120349155040458,-0.9948462247926806,0,0.0,False,10,50,113
0.00025,0.002,0.003,1.0,20000,1e-07,42,cuda,ok,,11.991089871153235,-0.9948462247926806,0,0.0,False,10,50,114
0.00025,0.002,0.003,2.0,20000,1e-07,42,cuda,ok,,11.994633444119245,-0.9948462247926806,0,0.0,False,20,50,115
0.00025,0.002,0.003,10.0,20000,1e-07,42,cuda,ok,,12.127826124895364,-0.9948462247926806,0,0.0,False,3,50,117
0.00025,0.002,0.003,20.0,20000,1e-07,42,cuda,ok,,11.995388036826625,-0.9948462247926806,0,0.0,False,26,50,118
0.00025,0.002,0.003,40.0,20000,1e-07,42,cuda,ok,,11.979199846973643,-0.9948462247926806,0,0.0,False,36,50,119
0.0005,0.0001,0.0005,0.5,20000,1e-07,42,cuda,ok,,12.277432224946097,-0.9948462247926806,0,0.0,False,1,50,121
0.0005,0.0001,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.440175369847566,-0.9948462247926806,0,0.0,False,1,50,122
0.0005,0.0001,0.0005,2.0,20000,1e-07,42,cuda,ok,,11.987444651080295,-0.9948462247926806,0,0.0,False,2,50,123
0.0005,0.0001,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.110960809979588,-0.9948462247926806,0,0.0,False,3,50,124
0.0005,0.0001,0.0005,20.0,20000,1e-07,42,cuda,ok,,11.988514608936384,-0.9948462247926806,0,0.0,False,5,50,126
0.0005,0.0001,0.001,0.5,20000,1e-07,42,cuda,ok,,11.97807892295532,-0.9948462247926806,0,0.0,False,1,50,129
0.0005,0.0001,0.001,1.0,20000,1e-07,42,cuda,ok,,12.01508711418137,-0.9948462247926806,0,0.0,False,1,50,130
0.0005,0.0001,0.001,2.0,20000,1e-07,42,cuda,ok,,12.004835728090256,-0.9948462247926806,0,0.0,False,2,50,131
0.0005,0.0001,0.001,5.0,20000,1e-07,42,cuda,ok,,12.263196632964537,-0.9948462247926806,0,0.0,False,3,50,132
0.0005,0.0001,0.001,20.0,20000,1e-07,42,cuda,ok,,12.000596502097324,-0.9948462247926806,0,0.0,False,5,50,134
0.0005,0.0001,0.003,0.5,20000,1e-07,42,cuda,ok,,12.146115487907082,-0.9948462247926806,0,0.0,False,1,50,137
0.0005,0.0001,0.003,1.0,20000,1e-07,42,cuda,ok,,12.118470021057874,-0.9948462247926806,0,0.0,False,1,50,138
0.0005,0.0001,0.003,2.0,20000,1e-07,42,cuda,ok,,12.373431603889912,-0.9948462247926806,0,0.0,False,2,50,139
0.0005,0.0001,0.003,5.0,20000,1e-07,42,cuda,ok,,12.093486221972853,-0.9948462247926806,0,0.0,False,3,50,140
0.0005,0.0001,0.003,20.0,20000,1e-07,42,cuda,ok,,12.248014545999467,-0.9948462247926806,0,0.0,False,5,50,142
0.0005,0.0002,0.0005,0.5,20000,1e-07,42,cuda,ok,,11.98516305605881,-0.9948462247926806,0,0.0,False,1,50,145
0.0005,0.0002,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.10956325312145,-0.9948462247926806,0,0.0,False,1,50,146
0.0005,0.0002,0.0005,2.0,20000,1e-07,42,cuda,ok,,11.995746409986168,-0.9948462247926806,0,0.0,False,2,50,147
0.0005,0.0002,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.001828213920817,-0.9948462247926806,0,0.0,False,3,50,148
0.0005,0.0002,0.001,0.5,20000,1e-07,42,cuda,ok,,12.022810643073171,-0.9948462247926806,0,0.0,False,1,50,153
0.0005,0.0002,0.001,1.0,20000,1e-07,42,cuda,ok,,12.028123670024797,-0.9948462247926806,0,0.0,False,1,50,154
0.0005,0.0002,0.001,2.0,20000,1e-07,42,cuda,ok,,12.15261477488093,-0.9948462247926806,0,0.0,False,2,50,155
0.0005,0.0002,0.001,5.0,20000,1e-07,42,cuda,ok,,12.021407314110547,-0.9948462247926806,0,0.0,False,3,50,156
0.0005,0.0002,0.003,0.5,20000,1e-07,42,cuda,ok,,11.99591659894213,-0.9948462247926806,0,0.0,False,1,50,161
0.0005,0.0002,0.003,1.0,20000,1e-07,42,cuda,ok,,11.978937496896833,-0.9948462247926806,0,0.0,False,1,50,162
0.0005,0.0002,0.003,2.0,20000,1e-07,42,cuda,ok,,11.971705784788355,-0.9948462247926806,0,0.0,False,2,50,163
0.0005,0.0002,0.003,5.0,20000,1e-07,42,cuda,ok,,12.021550433011726,-0.9948462247926806,0,0.0,False,3,50,164
0.0005,0.0005,0.0005,0.5,20000,1e-07,42,cuda,ok,,12.008769697044045,-0.9948462247926806,0,0.0,False,10,50,169
0.0005,0.0005,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.130135352956131,-0.9948462247926806,0,0.0,False,1,50,170
0.0005,0.0005,0.0005,2.0,20000,1e-07,42,cuda,ok,,12.342677553882822,-0.9948462247926806,0,0.0,False,1,50,171
0.0005,0.0005,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.01493472699076,-0.9948462247926806,0,0.0,False,3,50,172
0.0005,0.0005,0.001,0.5,20000,1e-07,42,cuda,ok,,12.018425278831273,-0.9948462247926806,0,0.0,False,10,50,177
0.0005,0.0005,0.001,1.0,20000,1e-07,42,cuda,ok,,12.010020547080785,-0.9948462247926806,0,0.0,False,1,50,178
0.0005,0.0005,0.001,2.0,20000,1e-07,42,cuda,ok,,11.992750657023862,-0.9948462247926806,0,0.0,False,1,50,179
0.0005,0.0005,0.001,5.0,20000,1e-07,42,cuda,ok,,11.99187930393964,-0.9948462247926806,0,0.0,False,3,50,180
0.0005,0.0005,0.003,0.5,20000,1e-07,42,cuda,ok,,12.024299612035975,-0.9948462247926806,0,0.0,False,10,50,185
0.0005,0.0005,0.003,1.0,20000,1e-07,42,cuda,ok,,12.01777882501483,-0.9948462247926806,0,0.0,False,1,50,186
0.0005,0.0005,0.003,2.0,20000,1e-07,42,cuda,ok,,11.992094872053713,-0.9948462247926806,0,0.0,False,1,50,187
0.0005,0.0005,0.003,5.0,20000,1e-07,42,cuda,ok,,12.108858372084796,-0.9948462247926806,0,0.0,False,3,50,188
0.0005,0.001,0.0005,0.5,20000,1e-07,42,cuda,ok,,12.162818748969585,-0.9948462247926806,0,0.0,False,10,50,193
0.0005,0.001,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.014127684058622,-0.9948462247926806,0,0.0,False,10,50,194
0.0005,0.001,0.0005,2.0,20000,1e-07,42,cuda,ok,,11.982082022121176,-0.9948462247926806,0,0.0,False,1,50,195
0.0005,0.001,0.0005,5.0,20000,1e-07,42,cuda,ok,,11.998710688902065,-0.9948462247926806,0,0.0,False,3,50,196
0.0005,0.001,0.0005,20.0,20000,1e-07,42,cuda,ok,,12.135615187929943,-0.9948462247926806,0,0.0,False,36,50,198
0.0005,0.001,0.001,0.5,20000,1e-07,42,cuda,ok,,11.985426124883816,-0.9948462247926806,0,0.0,False,10,50,201
0.0005,0.001,0.001,1.0,20000,1e-07,42,cuda,ok,,12.016170969000086,-0.9948462247926806,0,0.0,False,10,50,202
0.0005,0.001,0.001,2.0,20000,1e-07,42,cuda,ok,,12.085910016903654,-0.9948462247926806,0,0.0,False,1,50,203
0.0005,0.001,0.001,5.0,20000,1e-07,42,cuda,ok,,11.943603321909904,-0.9948462247926806,0,0.0,False,3,50,204
0.0005,0.001,0.001,20.0,20000,1e-07,42,cuda,ok,,11.87097068503499,-0.9948462247926806,0,0.0,False,36,50,206
0.0005,0.001,0.003,0.5,20000,1e-07,42,cuda,ok,,11.904552415013313,-0.9948462247926806,0,0.0,False,10,50,209
0.0005,0.001,0.003,1.0,20000,1e-07,42,cuda,ok,,11.856878748163581,-0.9948462247926806,0,0.0,False,10,50,210
0.0005,0.001,0.003,2.0,20000,1e-07,42,cuda,ok,,11.922448855126277,-0.9948462247926806,0,0.0,False,1,50,211
0.0005,0.001,0.003,5.0,20000,1e-07,42,cuda,ok,,12.084458286873996,-0.9948462247926806,0,0.0,False,3,50,212
0.0005,0.001,0.003,20.0,20000,1e-07,42,cuda,ok,,12.003084141062573,-0.9948462247926806,0,0.0,False,36,50,214
0.0005,0.002,0.0005,0.5,20000,1e-07,42,cuda,ok,,12.077435642946512,-0.9948462247926806,0,0.0,False,10,50,217
0.0005,0.002,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.032444715034217,-0.9948462247926806,0,0.0,False,10,50,218
0.0005,0.002,0.0005,2.0,20000,1e-07,42,cuda,ok,,11.953078343067318,-0.9948462247926806,0,0.0,False,20,50,219
0.0005,0.002,0.0005,20.0,20000,1e-07,42,cuda,ok,,12.023880213033408,-0.9948462247926806,0,0.0,False,26,50,222
0.0005,0.002,0.001,0.5,20000,1e-07,42,cuda,ok,,11.905919400975108,-0.9948462247926806,0,0.0,False,10,50,225
0.0005,0.002,0.001,1.0,20000,1e-07,42,cuda,ok,,12.06241666409187,-0.9948462247926806,0,0.0,False,10,50,226
0.0005,0.002,0.001,2.0,20000,1e-07,42,cuda,ok,,11.944626899901778,-0.9948462247926806,0,0.0,False,20,50,227
0.0005,0.002,0.001,20.0,20000,1e-07,42,cuda,ok,,11.998294849181548,-0.9948462247926806,0,0.0,False,26,50,230
0.0005,0.002,0.003,0.5,20000,1e-07,42,cuda,ok,,11.957682315958664,-0.9948462247926806,0,0.0,False,10,50,233
0.0005,0.002,0.003,1.0,20000,1e-07,42,cuda,ok,,11.850370058091357,-0.9948462247926806,0,0.0,False,10,50,234
0.0005,0.002,0.003,2.0,20000,1e-07,42,cuda,ok,,11.971108896890655,-0.9948462247926806,0,0.0,False,20,50,235
0.0005,0.002,0.003,20.0,20000,1e-07,42,cuda,ok,,11.96659326297231,-0.9948462247926806,0,0.0,False,26,50,238
0.001,0.0001,0.0005,0.5,20000,1e-07,42,cuda,ok,,11.872996896039695,-0.9948462247926806,0,0.0,False,1,50,241
0.001,0.0001,0.0005,1.0,20000,1e-07,42,cuda,ok,,11.946952481986955,-0.9948462247926806,0,0.0,False,1,50,242
0.001,0.0001,0.0005,2.0,20000,1e-07,42,cuda,ok,,11.92623939900659,-0.9948462247926806,0,0.0,False,2,50,243
0.001,0.0001,0.0005,5.0,20000,1e-07,42,cuda,ok,,11.941193077946082,-0.9948462247926806,0,0.0,False,12,50,244
0.001,0.0001,0.001,0.5,20000,1e-07,42,cuda,ok,,11.917579778004438,-0.9948462247926806,0,0.0,False,1,50,249
0.001,0.0001,0.001,1.0,20000,1e-07,42,cuda,ok,,12.053199507994577,-0.9948462247926806,0,0.0,False,1,50,250
0.001,0.0001,0.001,2.0,20000,1e-07,42,cuda,ok,,11.996385685168207,-0.9948462247926806,0,0.0,False,2,50,251
0.001,0.0001,0.001,5.0,20000,1e-07,42,cuda,ok,,11.932116489857435,-0.9948462247926806,0,0.0,False,12,50,252
0.001,0.0001,0.003,0.5,20000,1e-07,42,cuda,ok,,11.955381026957184,-0.9948462247926806,0,0.0,False,1,50,257
0.001,0.0001,0.003,1.0,20000,1e-07,42,cuda,ok,,11.987277151085436,-0.9948462247926806,0,0.0,False,1,50,258
0.001,0.0001,0.003,2.0,20000,1e-07,42,cuda,ok,,12.139391339151189,-0.9948462247926806,0,0.0,False,2,50,259
0.001,0.0001,0.003,5.0,20000,1e-07,42,cuda,ok,,12.017810666002333,-0.9948462247926806,0,0.0,False,12,50,260
0.001,0.0002,0.0005,0.5,20000,1e-07,42,cuda,ok,,11.977067923173308,-0.9948462247926806,0,0.0,False,1,50,265
0.001,0.0002,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.004120166180655,-0.9948462247926806,0,0.0,False,1,50,266
0.001,0.0002,0.0005,2.0,20000,1e-07,42,cuda,ok,,12.00519324792549,-0.9948462247926806,0,0.0,False,2,50,267
0.001,0.0002,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.014157516183332,-0.9948462247926806,0,0.0,False,3,50,268
0.001,0.0002,0.001,0.5,20000,1e-07,42,cuda,ok,,11.966360829072073,-0.9948462247926806,0,0.0,False,1,50,273
0.001,0.0002,0.001,1.0,20000,1e-07,42,cuda,ok,,12.106037207180634,-0.9948462247926806,0,0.0,False,1,50,274
0.001,0.0002,0.001,2.0,20000,1e-07,42,cuda,ok,,12.034177723806351,-0.9948462247926806,0,0.0,False,2,50,275
0.001,0.0002,0.001,5.0,20000,1e-07,42,cuda,ok,,12.088487969012931,-0.9948462247926806,0,0.0,False,3,50,276
0.001,0.0002,0.003,0.5,20000,1e-07,42,cuda,ok,,12.079534800024703,-0.9948462247926806,0,0.0,False,1,50,281
0.001,0.0002,0.003,1.0,20000,1e-07,42,cuda,ok,,12.07219701888971,-0.9948462247926806,0,0.0,False,1,50,282
0.001,0.0002,0.003,2.0,20000,1e-07,42,cuda,ok,,12.227779840119183,-0.9948462247926806,0,0.0,False,2,50,283
0.001,0.0002,0.003,5.0,20000,1e-07,42,cuda,ok,,12.060491033131257,-0.9948462247926806,0,0.0,False,3,50,284
0.001,0.0005,0.0005,0.5,20000,1e-07,42,cuda,ok,,11.979652341920882,-0.9948462247926806,0,0.0,False,10,50,289
0.001,0.0005,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.013974386965856,-0.9948462247926806,0,0.0,False,1,50,290
0.001,0.0005,0.0005,2.0,20000,1e-07,42,cuda,ok,,12.056298097129911,-0.9948462247926806,0,0.0,False,1,50,291
0.001,0.0005,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.067033891100436,-0.9948462247926806,0,0.0,False,3,50,292
0.001,0.0005,0.001,0.5,20000,1e-07,42,cuda,ok,,12.17570561193861,-0.9948462247926806,0,0.0,False,10,50,297
0.001,0.0005,0.001,1.0,20000,1e-07,42,cuda,ok,,12.136580467922613,-0.9948462247926806,0,0.0,False,1,50,298
0.001,0.0005,0.001,2.0,20000,1e-07,42,cuda,ok,,12.097109704976901,-0.9948462247926806,0,0.0,False,1,50,299
0.001,0.0005,0.001,5.0,20000,1e-07,42,cuda,ok,,12.073411375051364,-0.9948462247926806,0,0.0,False,3,50,300
0.001,0.0005,0.003,0.5,20000,1e-07,42,cuda,ok,,12.08618921181187,-0.9948462247926806,0,0.0,False,10,50,305
0.001,0.0005,0.003,1.0,20000,1e-07,42,cuda,ok,,12.168010805966333,-0.9948462247926806,0,0.0,False,1,50,306
0.001,0.0005,0.003,2.0,20000,1e-07,42,cuda,ok,,12.260469334898517,-0.9948462247926806,0,0.0,False,1,50,307
0.001,0.0005,0.003,5.0,20000,1e-07,42,cuda,ok,,12.079672785010189,-0.9948462247926806,0,0.0,False,3,50,308
0.001,0.001,0.0005,0.5,20000,1e-07,42,cuda,ok,,12.033096758183092,-0.9948462247926806,0,0.0,False,10,50,313
0.001,0.001,0.0005,1.0,20000,1e-07,42,cuda,ok,,12.063966020010412,-0.9948462247926806,0,0.0,False,10,50,314
0.001,0.001,0.0005,2.0,20000,1e-07,42,cuda,ok,,12.092443781904876,-0.9948462247926806,0,0.0,False,20,50,315
0.001,0.001,0.0005,5.0,20000,1e-07,42,cuda,ok,,12.156124740839005,-0.9948462247926806,0,0.0,False,3,50,316
0.001,0.001,0.001,0.5,20000,1e-07,42,cuda,ok,,12.174144057091326,-0.9948462247926806,0,0.0,False,10,50,321
0.001,0.001,0.001,1.0,20000,1e-07,42,cuda,ok,,12.072690191213042,-0.9948462247926806,0,0.0,False,10,50,322
0.001,0.001,0.001,2.0,20000,1e-07,42,cuda,ok,,12.079879692057148,-0.9948462247926806,0,0.0,False,20,50,323
0.001,0.001,0.001,5.0,20000,1e-07,42,cuda,ok,,12.04271856090054,-0.9948462247926806,0,0.0,False,3,50,324
0.001,0.001,0.003,0.5,20000,1e-07,42,cuda,ok,,12.024677325040102,-0.9948462247926806,0,0.0,False,10,50,329
0.001,0.001,0.003,1.0,20000,1e-07,42,cuda,ok,,12.176261621061713,-0.9948462247926806,0,0.0,False,10,50,330
0.001,0.001,0.003,2.0,20000,1e-07,42,cuda,ok,,12.1370789851062,-0.9948462247926806,0,0.0,False,20,50,331
0.001,0.001,0.003,5.0,20000,1e-07,42,cuda,ok,,12.053577282931656,-0.9948462247926806,0,0.0,False,3,50,332
