feature_type,reset_name,reset_probs,policy_fraction,random_fraction,epsilon,n_transitions,dataset_rows,status,error,mean_steps,successes,solver_alpha,solver_eta,solver_rho,solver_T,solver_beta,fogas_mean_steps,fogas_successes,fogas_greedy_mean_steps,fogas_greedy_successes,fogas_solver_mean_steps,fogas_solver_successes,fogas_alpha,fogas_eta,fogas_rho,fogas_T,fogas_beta,fogas_status,fogas_error,fqi_mean_steps,fqi_successes,fqi_greedy_mean_steps,fqi_greedy_successes,fqi_solver_mean_steps,fqi_solver_successes,fqi_K,fqi_tau,fqi_ridge,fqi_augment_terminal_transitions,fqi_added_terminal_samples,fqi_final_theta_delta,fqi_status,fqi_error
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.2,25000,25000,ok,,187.3,8,0.0001,2e-05,0.5,20000,1e-06,187.3,8,187.3,8,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,199.2,1,199.2,1,199.2,1,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.4,25000,25000,ok,,185.9,5,0.0001,2e-05,0.5,20000,1e-06,185.9,5,185.9,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.8,0.2,0.6,25000,25000,ok,,194.3,2,0.0001,2e-05,0.5,20000,1e-06,194.3,2,194.3,2,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.0,25000,25000,ok,,189.3,5,0.0001,2e-05,0.5,20000,1e-06,189.3,5,189.3,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.1,25000,25000,ok,,188.4,5,0.0001,2e-05,0.5,20000,1e-06,188.4,5,188.4,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.2,25000,25000,ok,,181.8,6,0.0001,2e-05,0.5,20000,1e-06,181.8,6,181.8,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.4,25000,25000,ok,,185.1,7,0.0001,2e-05,0.5,20000,1e-06,185.1,7,185.1,7,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.6,0.4,0.6,25000,25000,ok,,185.7,7,0.0001,2e-05,0.5,20000,1e-06,185.7,7,185.7,7,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.0,25000,25000,ok,,174.8,10,0.0001,2e-05,0.5,20000,1e-06,174.8,10,174.8,10,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.1,25000,25000,ok,,191.3,5,0.0001,2e-05,0.5,20000,1e-06,191.3,5,191.3,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.2,25000,25000,ok,,193.7,4,0.0001,2e-05,0.5,20000,1e-06,193.7,4,193.7,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.4,25000,25000,ok,,190.2,4,0.0001,2e-05,0.5,20000,1e-06,190.2,4,190.2,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.4,0.6,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.0,25000,25000,ok,,188.6,5,0.0001,2e-05,0.5,20000,1e-06,188.6,5,188.6,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.1,25000,25000,ok,,189.8,6,0.0001,2e-05,0.5,20000,1e-06,189.8,6,189.8,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.2,25000,25000,ok,,175.4,8,0.0001,2e-05,0.5,20000,1e-06,175.4,8,175.4,8,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.4,25000,25000,ok,,198.2,4,0.0001,2e-05,0.5,20000,1e-06,198.2,4,198.2,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.2,0.8,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.0,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.1,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_20_custom_80,"{""custom"": 0.8, ""x0"": 0.2}",0.0,1.0,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.0,25000,25000,ok,,191.2,6,0.0001,2e-05,0.5,20000,1e-06,191.2,6,191.2,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,179.5,8,179.5,8,179.5,8,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.1,25000,25000,ok,,196.4,3,0.0001,2e-05,0.5,20000,1e-06,196.4,3,196.4,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,192.1,3,192.1,3,192.1,3,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.2,25000,25000,ok,,196.3,3,0.0001,2e-05,0.5,20000,1e-06,196.3,3,196.3,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.4,25000,25000,ok,,189.0,4,0.0001,2e-05,0.5,20000,1e-06,189.0,4,189.0,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",1.0,0.0,0.6,25000,25000,ok,,190.3,4,0.0001,2e-05,0.5,20000,1e-06,190.3,4,190.3,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.0,25000,25000,ok,,195.5,4,0.0001,2e-05,0.5,20000,1e-06,195.5,4,195.5,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,193.3,2,193.3,2,193.3,2,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.1,25000,25000,ok,,196.2,3,0.0001,2e-05,0.5,20000,1e-06,196.2,3,196.2,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.2,25000,25000,ok,,194.2,4,0.0001,2e-05,0.5,20000,1e-06,194.2,4,194.2,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.4,25000,25000,ok,,186.8,6,0.0001,2e-05,0.5,20000,1e-06,186.8,6,186.8,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.8,0.2,0.6,25000,25000,ok,,189.0,5,0.0001,2e-05,0.5,20000,1e-06,189.0,5,189.0,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.0,25000,25000,ok,,192.7,5,0.0001,2e-05,0.5,20000,1e-06,192.7,5,192.7,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.1,25000,25000,ok,,194.1,3,0.0001,2e-05,0.5,20000,1e-06,194.1,3,194.1,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,198.2,2,198.2,2,198.2,2,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.2,25000,25000,ok,,195.0,3,0.0001,2e-05,0.5,20000,1e-06,195.0,3,195.0,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.4,25000,25000,ok,,188.6,7,0.0001,2e-05,0.5,20000,1e-06,188.6,7,188.6,7,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.6,0.4,0.6,25000,25000,ok,,194.9,3,0.0001,2e-05,0.5,20000,1e-06,194.9,3,194.9,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.0,25000,25000,ok,,194.2,5,0.0001,2e-05,0.5,20000,1e-06,194.2,5,194.2,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.1,25000,25000,ok,,186.6,10,0.0001,2e-05,0.5,20000,1e-06,186.6,10,186.6,10,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.2,25000,25000,ok,,187.5,6,0.0001,2e-05,0.5,20000,1e-06,187.5,6,187.5,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.4,25000,25000,ok,,187.2,8,0.0001,2e-05,0.5,20000,1e-06,187.2,8,187.2,8,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.4,0.6,0.6,25000,25000,ok,,184.9,8,0.0001,2e-05,0.5,20000,1e-06,184.9,8,184.9,8,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.0,25000,25000,ok,,197.2,1,0.0001,2e-05,0.5,20000,1e-06,197.2,1,197.2,1,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.1,25000,25000,ok,,190.5,5,0.0001,2e-05,0.5,20000,1e-06,190.5,5,190.5,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.2,25000,25000,ok,,177.9,9,0.0001,2e-05,0.5,20000,1e-06,177.9,9,177.9,9,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.4,25000,25000,ok,,188.6,6,0.0001,2e-05,0.5,20000,1e-06,188.6,6,188.6,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.2,0.8,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.0,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.1,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_40_custom_60,"{""custom"": 0.6, ""x0"": 0.4}",0.0,1.0,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.0,25000,25000,ok,,198.7,6,0.0001,2e-05,0.5,20000,1e-06,198.7,6,198.7,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,179.0,10,179.0,10,179.0,10,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.1,25000,25000,ok,,194.4,6,0.0001,2e-05,0.5,20000,1e-06,194.4,6,194.4,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,198.9,2,198.9,2,198.9,2,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.2,25000,25000,ok,,190.1,9,0.0001,2e-05,0.5,20000,1e-06,190.1,9,190.1,9,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.4,25000,25000,ok,,184.5,4,0.0001,2e-05,0.5,20000,1e-06,184.5,4,184.5,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",1.0,0.0,0.6,25000,25000,ok,,188.6,4,0.0001,2e-05,0.5,20000,1e-06,188.6,4,188.6,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.0,25000,25000,ok,,194.7,2,0.0001,2e-05,0.5,20000,1e-06,194.7,2,194.7,2,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,189.5,4,189.5,4,189.5,4,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.1,25000,25000,ok,,189.7,6,0.0001,2e-05,0.5,20000,1e-06,189.7,6,189.7,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.2,25000,25000,ok,,194.0,3,0.0001,2e-05,0.5,20000,1e-06,194.0,3,194.0,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.4,25000,25000,ok,,186.7,5,0.0001,2e-05,0.5,20000,1e-06,186.7,5,186.7,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.8,0.2,0.6,25000,25000,ok,,188.5,4,0.0001,2e-05,0.5,20000,1e-06,188.5,4,188.5,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.0,25000,25000,ok,,189.5,5,0.0001,2e-05,0.5,20000,1e-06,189.5,5,189.5,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,190.8,4,190.8,4,190.8,4,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.1,25000,25000,ok,,190.6,5,0.0001,2e-05,0.5,20000,1e-06,190.6,5,190.6,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,198.0,2,198.0,2,198.0,2,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,198.2,2,198.2,2,198.2,2,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.4,25000,25000,ok,,192.5,3,0.0001,2e-05,0.5,20000,1e-06,192.5,3,192.5,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.6,25000,25000,ok,,175.7,5,0.0001,2e-05,0.5,20000,1e-06,175.7,5,175.7,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.0,25000,25000,ok,,195.0,2,0.0001,2e-05,0.5,20000,1e-06,195.0,2,195.0,2,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,199.1,1,199.1,1,199.1,1,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.1,25000,25000,ok,,194.0,6,0.0001,2e-05,0.5,20000,1e-06,194.0,6,194.0,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.2,25000,25000,ok,,187.5,5,0.0001,2e-05,0.5,20000,1e-06,187.5,5,187.5,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
