feature_type,reset_name,reset_probs,policy_fraction,random_fraction,epsilon,n_transitions,dataset_rows,status,error,mean_steps,successes,solver_alpha,solver_eta,solver_rho,solver_T,solver_beta,fogas_mean_steps,fogas_successes,fogas_greedy_mean_steps,fogas_greedy_successes,fogas_solver_mean_steps,fogas_solver_successes,fogas_alpha,fogas_eta,fogas_rho,fogas_T,fogas_beta,fogas_status,fogas_error,fqi_mean_steps,fqi_successes,fqi_greedy_mean_steps,fqi_greedy_successes,fqi_solver_mean_steps,fqi_solver_successes,fqi_K,fqi_tau,fqi_ridge,fqi_augment_terminal_transitions,fqi_added_terminal_samples,fqi_final_theta_delta,fqi_status,fqi_error
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.4,25000,25000,ok,,199.8,1,0.0001,2e-05,0.5,20000,1e-06,199.8,1,199.8,1,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.2,0.8,0.0,25000,25000,ok,,197.3,2,0.0001,2e-05,0.5,20000,1e-06,197.3,2,197.3,2,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.2,0.8,0.1,25000,25000,ok,,191.0,6,0.0001,2e-05,0.5,20000,1e-06,191.0,6,191.0,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.2,0.8,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.2,0.8,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.2,0.8,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.0,1.0,0.0,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.0,1.0,0.1,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.0,1.0,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.0,1.0,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.0,1.0,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,2.5510982866352577e-15,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",1.0,0.0,0.0,25000,25000,ok,,189.7,6,0.0001,2e-05,0.5,20000,1e-06,189.7,6,189.7,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,178.9,10,178.9,10,178.9,10,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",1.0,0.0,0.1,25000,25000,ok,,190.9,5,0.0001,2e-05,0.5,20000,1e-06,190.9,5,190.9,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,199.7,1,199.7,1,199.7,1,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",1.0,0.0,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",1.0,0.0,0.4,25000,25000,ok,,187.4,5,0.0001,2e-05,0.5,20000,1e-06,187.4,5,187.4,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",1.0,0.0,0.6,25000,25000,ok,,198.4,1,0.0001,2e-05,0.5,20000,1e-06,198.4,1,198.4,1,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.8,0.2,0.0,25000,25000,ok,,190.3,4,0.0001,2e-05,0.5,20000,1e-06,190.3,4,190.3,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,190.3,4,190.3,4,190.3,4,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.8,0.2,0.1,25000,25000,ok,,188.2,7,0.0001,2e-05,0.5,20000,1e-06,188.2,7,188.2,7,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.8,0.2,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.8,0.2,0.4,25000,25000,ok,,195.0,3,0.0001,2e-05,0.5,20000,1e-06,195.0,3,195.0,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.8,0.2,0.6,25000,25000,ok,,187.0,3,0.0001,2e-05,0.5,20000,1e-06,187.0,3,187.0,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.6,0.4,0.0,25000,25000,ok,,192.7,3,0.0001,2e-05,0.5,20000,1e-06,192.7,3,192.7,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.6,0.4,0.1,25000,25000,ok,,190.1,5,0.0001,2e-05,0.5,20000,1e-06,190.1,5,190.1,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.6,0.4,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.6,0.4,0.4,25000,25000,ok,,199.3,1,0.0001,2e-05,0.5,20000,1e-06,199.3,1,199.3,1,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.6,0.4,0.6,25000,25000,ok,,186.2,4,0.0001,2e-05,0.5,20000,1e-06,186.2,4,186.2,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.4,0.6,0.0,25000,25000,ok,,190.5,4,0.0001,2e-05,0.5,20000,1e-06,190.5,4,190.5,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,187.6,4,187.6,4,187.6,4,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.4,0.6,0.1,25000,25000,ok,,188.9,5,0.0001,2e-05,0.5,20000,1e-06,188.9,5,188.9,5,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.4,0.6,0.2,25000,25000,ok,,192.3,6,0.0001,2e-05,0.5,20000,1e-06,192.3,6,192.3,6,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.4,0.6,0.4,25000,25000,ok,,181.4,7,0.0001,2e-05,0.5,20000,1e-06,181.4,7,181.4,7,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.4,0.6,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.2,0.8,0.0,25000,25000,ok,,176.3,8,0.0001,2e-05,0.5,20000,1e-06,176.3,8,176.3,8,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.2,0.8,0.1,25000,25000,ok,,178.2,10,0.0001,2e-05,0.5,20000,1e-06,178.2,10,178.2,10,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.2,0.8,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.2,0.8,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.2,0.8,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,2.610795139258403e-15,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.0,1.0,0.0,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.0,1.0,0.1,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.0,1.0,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,5.0270550383173204e-15,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.0,1.0,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_80_custom_20,"{""custom"": 0.2, ""x0"": 0.8}",0.0,1.0,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",1.0,0.0,0.0,25000,25000,ok,,196.9,3,0.0001,2e-05,0.5,20000,1e-06,196.9,3,196.9,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,178.7,5,178.7,5,178.7,5,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",1.0,0.0,0.1,25000,25000,ok,,196.5,3,0.0001,2e-05,0.5,20000,1e-06,196.5,3,196.5,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,3.918945744523848e-15,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",1.0,0.0,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",1.0,0.0,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",1.0,0.0,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.8,0.2,0.0,25000,25000,ok,,197.1,2,0.0001,2e-05,0.5,20000,1e-06,197.1,2,197.1,2,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,189.5,4,189.5,4,189.5,4,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.8,0.2,0.1,25000,25000,ok,,198.7,3,0.0001,2e-05,0.5,20000,1e-06,198.7,3,198.7,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.8,0.2,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.8,0.2,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.8,0.2,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.6,0.4,0.0,25000,25000,ok,,199.0,4,0.0001,2e-05,0.5,20000,1e-06,199.0,4,199.0,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,4.463041581961525e-15,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.6,0.4,0.1,25000,25000,ok,,197.0,4,0.0001,2e-05,0.5,20000,1e-06,197.0,4,197.0,4,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.6,0.4,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.6,0.4,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.6,0.4,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.4,0.6,0.0,25000,25000,ok,,192.3,1,0.0001,2e-05,0.5,20000,1e-06,192.3,1,192.3,1,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.4,0.6,0.1,25000,25000,ok,,196.1,3,0.0001,2e-05,0.5,20000,1e-06,196.1,3,196.1,3,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.4,0.6,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.4,0.6,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.4,0.6,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.2,0.8,0.0,25000,25000,ok,,188.7,10,0.0001,2e-05,0.5,20000,1e-06,188.7,10,188.7,10,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,198.0,1,198.0,1,198.0,1,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.2,0.8,0.1,25000,25000,ok,,193.7,8,0.0001,2e-05,0.5,20000,1e-06,193.7,8,193.7,8,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.2,0.8,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.2,0.8,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.2,0.8,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.0,1.0,0.0,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.0,1.0,0.1,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.0,1.0,0.2,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.0,1.0,0.4,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
rbf,x0_100_custom_0,"{""custom"": 0.0, ""x0"": 1.0}",0.0,1.0,0.6,25000,25000,ok,,200.0,0,0.0001,2e-05,0.5,20000,1e-06,200.0,0,200.0,0,200.0,0,0.0001,2e-05,0.5,20000,1e-06,ok,,200.0,0,200.0,0,200.0,0,5000,0.1,0.01,True,0,0.0,ok,
